neighbourhood,property_type,price,rooms,baths,area,age,garages,stratum,neighbourhood_fuzzy,property_type_Encoded,neighbourhood_Encoded
LOMA EL ATRAVESADO,CASA,1300000000,5.0,6.0,294.0,3.0,3,6,LOMA EL ATRAVESADO,2,322
ALTOS DEL POBLADO,APARTAMENTO,680000000,3.0,2.0,88.0,1.0,1,5,ALTOS DEL POBLADO,1,17
PRADOS DE SABANETA,APARTAMENTO,530000000,2.0,2.0,79.0,1.0,2,4,PRADOS DE SABANETA,1,422
VEGAS DE LA DOCTORA,APARTAMENTO,379000000,3.0,2.0,67.3,1.0,1,4,LA DOCTORA,1,236
SURAMERICA,APARTAMENTO,375000000,3.0,2.0,66.0,1.0,1,4,SURAMERICA,1,501
MARIA AUXILIADORA,APARTAMENTO,235000000,2.0,2.0,55.0,0.0,0,2,MARIA AUXILIADORA,1,354
LAS LOMITAS,APARTAMENTO,359000000,3.0,3.0,90.0,0.0,0,4,LAS LOMITAS,1,296
LAGOS DE LA DOCTORA,APARTAMENTO,320000000,2.0,2.0,60.0,1.0,1,4,LA DOCTORA,1,236
BAVARIA,CASA,800000000,3.0,3.0,119.0,2.0,1,4,BAVARIA,2,43
SEÑORIAL,APARTAMENTO,269000000,3.0,2.0,70.0,3.0,0,3,SEÑORIAL,1,496
LOMA LAS BRUJAS,CASA,1850000000,2.0,4.0,347.0,3.0,2,5,LAS BRUJAS,2,287
LAS VEGAS,APARTAMENTO,350000000,3.0,2.0,89.0,2.0,0,2,LAS VEGAS,1,302
EL CARMELO,APARTAMENTO,320000000,2.0,2.0,60.0,0.0,1,4,EL CARMELO,1,137
LAS LOMITAS,APARTAMENTO,310000000,3.0,2.0,58.0,0.0,0,4,LAS LOMITAS,1,296
SAN DIEGO,APARTAMENTO,305000000,2.0,1.0,55.0,2.0,0,4,SAN DIEGO,1,452
LA DOCTORA,APARTAMENTO,380000000,3.0,3.0,80.0,1.0,1,3,LA DOCTORA,1,236
URBANIZACION MANESA,CASA,490000000,6.0,3.0,314.0,4.0,0,3,URBANIZACION MANESA,2,538
ESCOBERO,CASA,3615000000,3.0,4.0,330.0,1.0,6,6,ESCOBERO,2,178
EL DORADO,CASA,550000000,4.0,3.0,186.0,0.0,0,3,EL DORADO,2,147
ESMERALDAL,CASA,1130000000,4.0,5.0,245.0,0.0,4,5,EL ESMERALDAL,2,149
HOLANDA,APARTAMENTO,680000000,3.0,3.0,119.0,1.0,1,4,HOLANDA,1,199
LAS LOMITAS,APARTAMENTO,315000000,2.0,2.0,60.0,1.0,1,4,LAS LOMITAS,1,296
VILLA NUEVA,APARTAMENTO,235000000,3.0,2.0,53.0,3.0,0,3,VILLA NUEVA,1,571
ESCOBERO,APARTAMENTO,424000000,3.0,2.0,76.16,0.0,1,4,ESCOBERO,1,178
PARQUE,APARTAMENTO,266000000,3.0,2.0,55.0,1.0,1,3,SECTOR PARQUE,1,492
ALCALA,CASA,800000000,5.0,3.0,245.0,3.0,1,3,ALCALA,2,6
LAURELES,APARTAMENTO,360000000,2.0,2.0,65.0,2.0,1,5,LAURELES,1,303
PAN DE AZUCAR,APARTAMENTO,400000000,3.0,2.0,73.0,1.0,1,3,PAN DE AZUCAR,1,393
ROBLEDO,APARTAMENTO,370000000,3.0,2.0,73.0,0.0,1,4,ROBLEDO,1,437
JARDINES,APARTAMENTO,905000000,3.0,4.0,147.0,0.0,0,5,JARDINES,1,204
ROBLEDO,APARTAMENTO,122000000,2.0,1.0,40.0,0.0,1,3,ROBLEDO,1,437
MANRIQUE,APARTAMENTO,180000000,2.0,2.0,140.0,2.0,0,3,MANRIQUE,1,351
CASTILLA,APARTAMENTO,125000000,2.0,1.0,50.0,2.0,0,3,CASTILLA,1,95
EL PORTAL,APARTAMENTO,610000000,2.0,3.0,127.0,4.0,1,5,EL PORTAL,1,157
CALLE DEL BANCO,APARTAMENTO,360000000,3.0,2.0,66.0,1.0,0,4,CALLE DEL BANCO,1,75
PRADO ,CASA,580000000,5.0,3.0,182.0,4.0,0,4,SAN ANTONIO DE PRADO,2,448
LOMA SAN JOSE,APARTAMENTO,450000000,2.0,2.0,72.0,1.0,2,5,SAN JOSE,1,460
LOMA DEL INDIO,APARTAMENTO,420000000,2.0,2.0,62.0,4.0,1,4,LOMA DEL INDIO,1,320
URBANIZACION LEMONT,CASA,3800000000,4.0,5.0,350.0,1.0,7,6,URBANIZACION LEMONT,2,536
LAURELES,APARTAMENTO,676000000,3.0,3.0,104.0,3.0,1,5,LAURELES,1,303
SAN GABRIEL,APARTAMENTO,213000000,3.0,2.0,55.0,1.0,1,3,SAN GABRIEL,1,455
MONTEAZUL,APARTAMENTO,335000000,2.0,2.0,64.0,1.0,0,2,MONTEAZUL,1,366
PUEBLO VIEJO,APARTAMENTO,366000000,2.0,2.0,64.0,2.0,1,4,PUEBLO VIEJO,1,425
TRIANON,APARTAMENTO,450000000,3.0,2.0,73.0,1.0,1,4,EL TRIANON,1,167
HOLANDA,APARTAMENTO,490000000,3.0,2.0,77.0,2.0,1,4,HOLANDA,1,199
CASTROPOL,APARTAMENTO,1015000000,3.0,4.0,118.0,0.0,2,6,CASTROPOL,1,96
CALASANZ,APARTAMENTO,450000000,3.0,2.0,76.0,0.0,1,3,CALASANZ,1,72
MIRADOR DEL ESMERALDAL,APARTAMENTO,660000000,2.0,2.0,88.0,1.0,2,5,EL ESMERALDAL,1,149
DITAIRES,APARTAMENTO,340000000,3.0,2.0,65.4,1.0,1,4,DITAIRES,1,129
AVES MARIA,APARTAMENTO,950000000,3.0,4.0,270.0,0.0,1,4,AVES MARIA,1,35
SAN LUCAS,APARTAMENTO,1800000000,4.0,6.0,300.0,1.0,4,6,SAN LUCAS,1,462
EL POBLADO,APARTAMENTO,570000000,2.0,2.0,67.0,1.0,1,6,ALTOS DEL POBLADO,1,17
LA TABLAZA,APARTAMENTO,235000000,3.0,2.0,55.0,2.0,1,3,LA TABLAZA,1,276
EL DIAMANTE,APARTAMENTO,460000000,2.0,3.0,88.0,0.0,0,6,EL DIAMANTE 2,1,146
LOMA DE SAN JOSE,APARTAMENTO,530000000,2.0,2.0,79.0,1.0,2,5,LOMA DE SAN JOSE,1,314
EL POBLADO,APARTAMENTO,345000000,3.0,2.0,55.0,3.0,1,5,ALTOS DEL POBLADO,1,17
LAS LOMITAS,APARTAMENTO,320000000,3.0,2.0,60.0,0.0,1,4,LAS LOMITAS,1,296
BUENOS AIRES,APARTAMENTO,145000000,3.0,1.0,40.0,0.0,0,3,BUENOS AIRES,1,65
SAN AGUSTIN,CASA,650000000,4.0,5.0,194.0,1.0,2,4,SAN AGUSTIN,2,445
CALASANZ PARTE ALTA,APARTAMENTO,480000000,3.0,2.0,71.0,1.0,1,4,CALASANZ,1,72
EL PORVENIR,APARTAMENTO,230000000,3.0,2.0,58.0,2.0,1,3,PORVENIR,1,419
ZUÑIGA,CASA,1180000000,3.0,3.0,183.0,2.0,2,6,ZUÑIGA,2,592
LA CANDELARIA,APARTAMENTO,195000000,3.0,2.0,56.0,1.0,1,2,LA CANDELARIA,1,226
LOS GOMEZ,APARTAMENTO,210000000,3.0,2.0,55.0,1.0,0,3,LOS GOMEZ,1,337
LOMA DE LAS BRUJAS,APARTAMENTO,1370000000,3.0,2.0,165.0,0.0,0,5,LOMA DE LAS BRUJAS,1,309
ARANJUEZ,APARTAMENTO,205000000,3.0,1.0,58.0,0.0,0,3,ARANJUEZ,1,24
SAN LUCAS,APARTAMENTO,3100000000,3.0,5.0,335.0,1.0,3,6,SAN LUCAS,1,462
SAN LUCAS,APARTAMENTO,750000000,3.0,3.0,140.0,4.0,2,5,SAN LUCAS,1,462
ENCISO,CASA,380000000,4.0,2.0,130.0,0.0,0,3,ENCISO,2,169
BELLO HORIZONTE,APARTAMENTO,420000000,3.0,2.0,90.0,1.0,1,4,BELLO HORIZONTE,1,51
ASDESILLAS,APARTAMENTO,359000000,3.0,3.0,90.0,0.0,0,4,ASDESILLAS,1,28
PAN DE AZUCAR,APARTAMENTO,370000000,3.0,2.0,72.0,1.0,1,4,PAN DE AZUCAR,1,393
ROBLEDO,CASA,240000000,4.0,2.0,107.0,0.0,0,3,ROBLEDO,2,437
ZAMORA,APARTAMENTO,177000000,3.0,1.0,70.0,1.0,0,2,ZAMORA,1,585
ITAGUI,APARTAMENTO,350000000,3.0,2.0,70.0,1.0,1,3,ITAGUI,1,203
LA DOCTORA,APARTAMENTO,330000000,2.0,2.0,61.0,2.0,1,4,LA DOCTORA,1,236
LOMA DE LAS BRUJAS,APARTAMENTO,750000000,3.0,3.0,98.0,0.0,2,5,LOMA DE LAS BRUJAS,1,309
LAURELES,APARTAMENTO,420000000,3.0,2.0,126.0,1.0,0,5,LAURELES,1,303
LOMA DEL BARRO,APARTAMENTO,420000000,2.0,2.0,72.0,1.0,1,4,LOMA DEL BARRO,1,317
PALMAS,CASA,1400000000,1.0,2.0,170.0,1.0,4,5,ABURRA SUR ALTO DE LAS PALMAS,2,2
LA TABLAZA,APARTAMENTO,257000000,3.0,2.0,56.0,0.0,0,4,LA TABLAZA,1,276
LA CANDELARIA,APARTAMENTO,325000000,3.0,2.0,60.0,0.0,0,3,LA CANDELARIA,1,226
GIRARDOT,APARTAMENTO,155000000,2.0,1.0,59.0,2.0,0,3,GIRARDOT,1,194
LA DOCTORA,APARTAMENTO,380000000,2.0,2.0,97.0,0.0,1,4,LA DOCTORA,1,236
CUMBRES,CASA,1360000000,4.0,5.0,205.0,0.0,0,6,CUMBRES,2,128
EL ESCOBERO,APARTAMENTO,480000000,1.0,1.0,43.0,0.0,1,5,ESCOBERO,1,178
MESA,APARTAMENTO,390000000,3.0,2.0,64.0,2.0,1,4,MESA,1,357
PRADO,APARTAMENTO,270000000,2.0,2.0,70.0,1.0,1,4,SAN ANTONIO DE PRADO,1,448
VEGAS DE LA DOCTORA,APARTAMENTO,240000000,3.0,2.0,62.0,1.0,1,4,LA DOCTORA,1,236
BELEN LOMA BERNAL,APARTAMENTO,1000000000,5.0,6.0,213.0,4.0,0,5,BELEN,1,44
SURORIENTE,APARTAMENTO,700000000,3.0,3.0,146.0,3.0,2,6,SURORIENTE,1,503
PEREZ,APARTAMENTO,350000000,3.0,2.0,112.0,3.0,0,3,PEREZ,1,403
SURAMERICA,APARTAMENTO,322000000,3.0,2.0,62.0,1.0,1,3,SURAMERICA,1,501
LAURELES,APARTAMENTO,370000000,2.0,2.0,91.0,0.0,1,5,LAURELES,1,303
SANTA MONICA,CASA,530000000,3.0,2.0,120.0,0.0,1,4,SANTA MONICA,2,484
EL VELODROMO,CASA,1000000000,6.0,4.0,300.0,3.0,1,5,VELODROMO,2,559
ROBLEDO LA CAMPIÑA,APARTAMENTO,131900000,3.0,1.0,42.0,0.0,0,3,ROBLEDO,1,437
LA AMERICA,APARTAMENTO,320000000,3.0,2.0,50.0,3.0,0,5,LA AMERICA,1,215
BOSTON,CASA,360000000,4.0,3.0,160.0,0.0,0,4,BOSTON,2,61
VILLA VERDE,APARTAMENTO,650000000,3.0,2.0,103.0,2.0,1,4,VILLA VERDE,1,573
LAS PALMAS,CASA,1850000000,3.0,3.0,320.0,3.0,2,5,ABURRA SUR ALTO DE LAS PALMAS,2,2
URBANIZACION PRADERAS DE GUAYABAL,APARTAMENTO,435000000,3.0,2.0,77.0,1.0,1,3,GUAYABAL,1,197
CALASANZ,APARTAMENTO,490000000,3.0,2.0,99.0,1.0,1,5,CALASANZ,1,72
LAS LOMITAS,APARTAMENTO,910000000,3.0,3.0,158.0,1.0,2,4,LAS LOMITAS,1,296
PARQUE RESIDENCIAL LA SABANA,APARTAMENTO,265000000,1.0,1.0,43.0,0.0,1,4,PARQUE RESIDENCIAL LA SABANA,1,399
ROBLEDO,APARTAMENTO,205000000,3.0,1.0,48.0,3.0,0,3,ROBLEDO,1,437
BARRIO TRISTE,APARTAMENTO,520000000,3.0,2.0,97.0,1.0,1,4,BARRIO TRISTE,1,41
BUCAREST,APARTAMENTO,615000000,4.0,2.0,172.0,0.0,0,3,BUCAREST,1,64
LAS BRISAS,APARTAMENTO,230000000,2.0,2.0,58.0,0.0,0,3,LAS BRISAS,1,286
EL POBLADO,APARTAMENTO,590000000,4.0,3.0,102.0,4.0,1,6,ALTOS DEL POBLADO,1,17
LAS PALMAS,CASA,3600000000,4.0,5.0,450.0,1.0,4,6,ABURRA SUR ALTO DE LAS PALMAS,2,2
FATIMA,APARTAMENTO,347000000,2.0,2.0,63.0,1.0,1,1,FATIMA,1,185
PAN DE AZUCAR,APARTAMENTO,270000000,2.0,2.0,60.0,0.0,0,3,PAN DE AZUCAR,1,393
JARDINES,APARTAMENTO,775000000,3.0,4.0,161.0,0.0,0,5,JARDINES,1,204
ROBLEDO,APARTAMENTO,115000000,3.0,1.0,43.0,0.0,0,3,ROBLEDO,1,437
LAS MARGARITAS,APARTAMENTO,280000000,3.0,1.0,71.0,3.0,0,2,LAS MARGARITAS,1,297
CAMPO VALDES NO.1,CASA,410000000,5.0,2.0,150.0,4.0,0,2,CAMPO VALDES NO.1,2,84
PERICO,CASA,1350000000,2.0,3.0,208.0,2.0,4,4,PERICO,2,404
SAN ANDRES,APARTAMENTO,385000000,3.0,2.0,68.0,1.0,1,4,SAN ANDRES,1,446
CALASANZ PARTE ALTA,CASA,750000000,4.0,3.0,340.0,1.0,1,5,CALASANZ,2,72
LA PILARICA,APARTAMENTO,403000000,3.0,2.0,97.0,0.0,0,5,LA PILARICA,1,268
CAMINO VERDE,APARTAMENTO,568000000,3.0,2.0,95.0,1.0,1,4,CAMINO VERDE,1,80
LA CUENCA,CASA,870000000,3.0,3.0,122.0,2.0,2,4,LA CUENCA,2,235
LAS LOMITAS,APARTAMENTO,700000000,3.0,4.0,137.0,1.0,2,4,LAS LOMITAS,1,296
CALASANZ,APARTAMENTO,310000000,2.0,2.0,53.0,4.0,1,3,CALASANZ,1,72
EL PALMAR,APARTAMENTO,280000000,3.0,2.0,63.41,0.0,0,3,QUINTAS DEL PALMAR,1,432
LA MOTA,CASA,650000000,3.0,2.0,144.0,0.0,2,4,LA MOTA,2,263
ASOMADERA NO.2,APARTAMENTO,835000000,4.0,5.0,205.0,3.0,1,6,ASOMADERA NO.2,1,29
PUEBLO VIEJO,APARTAMENTO,430000000,3.0,2.0,90.0,0.0,1,4,PUEBLO VIEJO,1,425
PRADO,CASA,750000000,8.0,7.0,349.0,1.0,1,4,SAN ANTONIO DE PRADO,2,448
CALASANZ,APARTAMENTO,190000000,2.0,2.0,48.5,0.0,0,4,CALASANZ,1,72
LA FLORIDA,APARTAMENTO,520000000,3.0,2.0,85.0,1.0,1,4,LA FLORIDA,1,245
LAS PALMAS,APARTAMENTO,1175000000,2.0,3.0,95.0,0.0,2,6,ABURRA SUR ALTO DE LAS PALMAS,1,2
PAN DE AZUCAR,APARTAMENTO,225000000,3.0,2.0,51.0,1.0,0,3,PAN DE AZUCAR,1,393
SAN JAVIER,APARTAMENTO,295000000,4.0,2.0,92.0,0.0,1,3,SAN JAVIER,1,458
JARDINES,APARTAMENTO,540000000,3.0,2.0,107.0,0.0,0,5,JARDINES,1,204
SAN GERMAN,APARTAMENTO,450000000,3.0,2.0,74.0,2.0,1,4,SAN GERMAN,1,457
LA CANDELARIA,CASA,2500000000,3.0,3.0,370.0,1.0,2,6,LA CANDELARIA,2,226
ORENSE,APARTAMENTO,850000000,3.0,4.0,152.0,0.0,1,5,ORENSE,1,383
BOSTON,APARTAMENTO,220000000,3.0,2.0,56.0,2.0,0,3,BOSTON,1,61
MIRADOR DEL ESMERALDAL,APARTAMENTO,570000000,3.0,2.0,105.0,1.0,1,5,EL ESMERALDAL,1,149
SANTA ANA,APARTAMENTO,320000000,3.0,2.0,65.0,1.0,0,3,SANTA ANA,1,471
SIMON BOLIVAR,CASA,550000000,3.0,3.0,172.0,4.0,1,5,SIMON BOLIVAR,2,498
CAQUETA,APARTAMENTO,240500000,3.0,1.0,85.0,2.0,0,3,CAQUETA,1,88
FERRENI,APARTAMENTO,640000000,3.0,2.0,87.0,0.0,0,4,FERRENI,1,186
MESA,APARTAMENTO,510000000,3.0,2.0,80.0,0.0,1,4,MESA,1,357
VILLA PAULA,APARTAMENTO,298000000,3.0,2.0,107.0,0.0,0,3,VILLA PAULA,1,572
CAÑAVERALEJO,APARTAMENTO,342000000,3.0,2.0,63.0,1.0,1,4,CAÑAVERALEJO,1,98
EL POBLADO,APARTAMENTO,927232535,1.0,2.0,86.0,0.0,1,6,ALTOS DEL POBLADO,1,17
LA AMERICA,CASA,450000000,5.0,2.0,207.0,0.0,1,5,LA AMERICA,2,215
EL CAMPESTRE,APARTAMENTO,835000000,2.0,4.0,123.0,3.0,2,5,LOMA DEL CAMPESTRE,1,318
LA MINA,APARTAMENTO,230000000,3.0,2.0,57.0,1.0,0,3,LA MINA,1,262
ITAGUI,APARTAMENTO,280000000,3.0,2.0,56.0,0.0,1,3,ITAGUI,1,203
URBANIZACION VEGAS DEL POBLADO,APARTAMENTO,600000000,3.0,2.0,145.0,4.0,2,5,EL POBLADO,1,156
LA DOCTORA,APARTAMENTO,425000000,3.0,2.0,70.0,1.0,2,4,LA DOCTORA,1,236
ZUÑIGA,CASA,1265000000,4.0,4.0,260.0,2.0,4,6,ZUÑIGA,2,592
ZUÑIGA,APARTAMENTO,650000000,4.0,3.0,169.0,0.0,1,5,ZUÑIGA,1,592
DITAIRES,APARTAMENTO,395000000,3.0,2.0,65.0,1.0,1,5,DITAIRES,1,129
LAS LOMITAS,APARTAMENTO,360000000,3.0,2.0,60.0,0.0,1,5,LAS LOMITAS,1,296
CALASANZ,APARTAMENTO,450000000,3.0,2.0,78.0,2.0,1,4,CALASANZ,1,72
CASTROPOL,APARTAMENTO,340000000,2.0,1.0,68.0,2.0,2,5,CASTROPOL,1,96
ZONA RURAL,APARTAMENTO,260000000,2.0,2.0,58.0,1.0,1,3,ZONA RURAL,1,589
ENVIGADO LOMA DE LOS MESA,APARTAMENTO,750000000,2.0,3.0,91.0,1.0,2,5,ENVIGADO,1,174
GUADUALES DE LA ABADIA,APARTAMENTO,800000000,3.0,3.0,109.0,1.0,1,5,LA ABADIA,1,210
VEGAS DE SAN JOSE,APARTAMENTO,370000000,3.0,2.0,69.0,2.0,1,4,SAN JOSE,1,460
TRANSVERSAL INTERMEDIA,CASA,1200000000,4.0,6.0,220.0,0.0,2,6,TRANSVERSAL INTERMEDIA,2,517
BARRIO TRISTE,APARTAMENTO,260000000,3.0,2.0,68.0,0.0,0,3,BARRIO TRISTE,1,41
CONQUISTADORES MEDELLIN,APARTAMENTO,615000000,3.0,2.0,106.0,4.0,2,5,MEDELLIN,1,356
LA CASTELLANA,APARTAMENTO,780000000,3.0,2.0,113.0,0.0,1,4,LA CASTELLANA,1,228
LAURELES,APARTAMENTO,420000000,3.0,2.0,106.0,3.0,0,5,LAURELES,1,303
CAMINO VERDE,CASA,900000000,4.0,3.0,156.0,3.0,2,4,CAMINO VERDE,2,80
MEDELLIN,APARTAMENTO,600000000,4.0,2.0,194.0,2.0,0,5,PRADO CENTRO MEDELLIN,1,421
LAS LOMITAS,CASA,1150000000,4.0,5.0,420.0,1.0,5,5,LAS LOMITAS,2,296
MESA,APARTAMENTO,2200000000,5.0,5.0,290.0,2.0,1,5,MESA,1,357
LA FRONTERA,APARTAESTUDIO,450000000,1.0,1.0,30.0,2.0,1,6,LA FRONTERA,0,248
LAURELES OCCIDENTE,APARTAMENTO,820000000,3.0,3.0,139.0,0.0,2,5,LAURELES,1,303
LA TABLAZA,APARTAMENTO,220000000,3.0,2.0,53.0,0.0,1,3,LA TABLAZA,1,276
PATIO BONITO POBLADO,APARTAMENTO,1100000000,3.0,3.0,244.0,3.0,2,6,PATIO BONITO,1,400
CALASANZ,APARTAMENTO,300000000,3.0,2.0,64.0,0.0,0,4,CALASANZ,1,72
URBANIZACION DOÑA MARIA ROBLEDO,APARTAMENTO,460000000,4.0,4.0,142.0,4.0,1,4,ROBLEDO,1,437
LAS PLAYAS,APARTAMENTO,250000000,3.0,2.0,63.0,4.0,0,4,LAS PLAYAS,1,301
LAS VEGAS,APARTAMENTO,597000000,3.0,2.0,73.0,0.0,0,5,LAS VEGAS,1,302
LA PRADERA,APARTAMENTO,210000000,2.0,2.0,53.0,0.0,0,4,LA PRADERA,1,271
LOS NARANJOS,APARTAMENTO,670000000,4.0,4.0,138.0,3.0,1,5,LOS NARANJOS,1,340
CENTRO,APARTAMENTO,400000000,4.0,3.0,154.0,4.0,0,4,CENTRO,1,101
LOMA DE LAS BRUJAS,APARTAMENTO,1600000000,3.0,4.0,250.0,0.0,0,5,LOMA DE LAS BRUJAS,1,309
PATIO BONITO,APARTAMENTO,625000000,5.0,3.0,125.0,4.0,2,6,PATIO BONITO,1,400
MONTEAZUL,APARTAMENTO,410000000,3.0,2.0,75.0,2.0,1,4,MONTEAZUL,1,366
BELEN SAN BERNARDO,APARTAMENTO,490000000,3.0,3.0,136.0,0.0,0,3,BELEN,1,44
EL POBLADO,APARTAMENTO,3100000000,4.0,4.0,389.0,0.0,3,6,ALTOS DEL POBLADO,1,17
LA ALPUJARRA,CASA,2500000000,3.0,4.0,280.0,1.0,4,6,LA ALPUJARRA,2,214
CUMBRES,APARTAMENTO,680000000,2.0,3.0,84.0,0.0,1,4,CUMBRES,1,128
QUEBRADA GRANDE,CASA,1350000000,3.0,3.0,360.0,2.0,2,4,QUEBRADA GRANDE,2,427
LOMA DEL ESCOBERO,APARTAMENTO,955000000,3.0,4.0,122.0,0.0,0,5,ESCOBERO,1,178
ZUÑIGA,APARTAMENTO,520000000,3.0,2.0,82.4,4.0,2,5,ZUÑIGA,1,592
CHIMENEAS,APARTAMENTO,245000000,2.0,1.0,45.0,0.0,1,3,LAS CHIMENEAS,1,289
LAS FLORES,APARTAMENTO,355000000,4.0,2.0,70.0,3.0,2,3,LAS FLORES,1,293
LA FERRERIA,APARTAMENTO,290000000,2.0,2.0,62.0,1.0,1,4,LA FE,1,241
PAJARITO,APARTAMENTO,161000000,1.0,1.0,36.0,1.0,0,3,ROBLEDO PAJARITO,1,438
VILLA NUEVA,APARTAMENTO,172000000,3.0,2.0,54.0,2.0,0,4,VILLA NUEVA,1,571
VILLA VERDE,APARTAMENTO,650000000,3.0,2.0,103.0,1.0,1,4,VILLA VERDE,1,573
SANTA MONICA,APARTAMENTO,210000000,3.0,2.0,80.0,2.0,2,4,SANTA MONICA,1,484
SANTA ROSA DE LIMA,APARTAMENTO,430000000,3.0,2.0,71.0,2.0,1,4,SANTA ROSA DE LIMA,1,485
LA ESTRELLA,APARTAMENTO,290000000,3.0,2.0,63.0,1.0,1,4,LA ESTRELLA,1,240
MESA,APARTAMENTO,795000000,3.0,4.0,101.0,1.0,1,4,MESA,1,357
LOS NARANJOS,APARTAESTUDIO,235000000,1.0,1.0,35.0,3.0,0,3,LOS NARANJOS,0,340
SABANETA,APARTAMENTO,235000000,3.0,2.0,60.0,1.0,1,2,ZONA CENTRO SABANETA,1,587
LOMA DE LAS FLORES,APARTAMENTO,390000000,2.0,2.0,67.0,1.0,1,4,LAS FLORES,1,293
CONJUNTO RESIDENCIAL SANTA MARIA DEL CAMPO,APARTAMENTO,360000000,3.0,2.0,67.0,1.0,1,3,SANTA MARIA,1,480
LAURELES NOGAL,APARTAMENTO,490000000,3.0,2.0,102.0,3.0,2,5,LAURELES,1,303
CUMBRES,APARTAMENTO,305000000,3.0,2.0,60.45,3.0,1,3,CUMBRES,1,128
SANTA ROSA DE LIMA,APARTAMENTO,439000000,3.0,2.0,79.0,1.0,1,4,SANTA ROSA DE LIMA,1,485
SAN ANTONIO DE PRADO,CASA,175000000,3.0,2.0,60.0,2.0,0,3,SAN ANTONIO DE PRADO,2,448
LALINDE,APARTAMENTO,1170000000,3.0,4.0,128.0,1.0,2,6,LALINDE,1,282
URBANIZACION DOÑA MARIA ROBLEDO,APARTAMENTO,210000000,3.0,1.0,47.0,1.0,0,3,ROBLEDO,1,437
VIVIENDAS DEL SUR,APARTAMENTO,365000000,3.0,2.0,65.0,1.0,1,4,VIVIENDAS DEL SUR,1,582
LAS PALMAS,CASA,5000000000,5.0,6.0,500.0,3.0,6,6,ABURRA SUR ALTO DE LAS PALMAS,2,2
ASDESILLAS,APARTAMENTO,385000000,3.0,2.0,65.0,1.0,1,5,ASDESILLAS,1,28
ZUÑIGA,APARTAMENTO,605000000,3.0,3.0,114.0,1.0,2,5,ZUÑIGA,1,592
SAN GERMAN,APARTAMENTO,580000000,3.0,3.0,90.0,0.0,1,4,SAN GERMAN,1,457
LOS BALSOS NO.2,APARTAMENTO,768000000,3.0,4.0,130.0,3.0,2,6,LOS BALSOS,1,333
LA MINA,APARTAMENTO,240000000,3.0,2.0,66.0,0.0,1,3,LA MINA,1,262
BELEN,APARTAMENTO,241300000,3.0,2.0,53.0,2.0,0,3,BELEN,1,44
VEGAS DE LA DOCTORA,APARTAMENTO,350000000,3.0,2.0,73.0,2.0,1,3,LA DOCTORA,1,236
LA ESTRELLA,APARTAMENTO,295000000,3.0,3.0,135.0,1.0,0,4,LA ESTRELLA,1,240
ENVIGADO,APARTAMENTO,380000000,3.0,2.0,88.0,3.0,1,3,ENVIGADO,1,174
PAJARITO,APARTAMENTO,185000000,3.0,2.0,46.0,0.0,1,3,ROBLEDO PAJARITO,1,438
AVES MARIA,CASA,990000000,3.0,4.0,217.0,2.0,1,4,AVES MARIA,2,35
CONJUNTO RESIDENCIAL SAN FRANSISCO,APARTAMENTO,1400000000,3.0,4.0,182.0,1.0,3,6,CONJUNTO RESIDENCIAL SAN FRANSISCO,1,120
LOMA DEL CHOCHO,CASA,1280000000,3.0,5.0,162.0,0.0,2,5,LOMA DEL CHOCHO,2,319
GUAYAQUIL,APARTAMENTO,1250000000,3.0,4.0,260.0,2.0,2,6,GUAYAQUIL,1,198
LA INDEPENDENCIA,APARTAMENTO,350000000,3.0,2.0,67.0,2.0,1,3,LA INDEPENDENCIA,1,251
CASTILLA,APARTAMENTO,240000000,3.0,2.0,85.0,0.0,0,3,CASTILLA,1,95
CENTRO ADMINISTRATIVO,APARTAMENTO,180000000,2.0,1.0,72.0,0.0,0,4,CENTRO,1,101
MARIA AUXILIADORA,APARTAMENTO,384000000,3.0,2.0,77.0,1.0,1,4,MARIA AUXILIADORA,1,354
LA FERRERIA,APARTAMENTO,275000000,2.0,2.0,60.0,1.0,1,4,LA FE,1,241
UB TORRES DE ALDEA VERDE,APARTAMENTO,340000000,2.0,2.0,60.0,1.0,1,4,ALDEA VERDE,1,7
SAN DIEGO,CASA,350000000,3.0,2.0,72.0,2.0,1,4,SAN DIEGO,2,452
RODEO ALTO,APARTAMENTO,300000000,3.0,2.0,72.0,2.0,1,3,RODEO ALTO,1,440
ALTAMIRA,APARTAMENTO,340000000,3.0,2.0,65.0,2.0,0,4,ALTAMIRA,1,13
LAURELES,APARTAMENTO,600000000,3.0,3.0,94.0,0.0,1,5,LAURELES,1,303
LA FLORESTA,APARTAMENTO,365000000,3.0,2.0,86.0,0.0,0,3,LA FLORESTA,1,244
MONTEVERDE,APARTAMENTO,470000000,3.0,2.0,77.0,2.0,2,4,MONTEVERDE,1,369
LAS LOMITAS,APARTAMENTO,215000000,3.0,2.0,51.0,1.0,0,3,LAS LOMITAS,1,296
ZUÑIGA,APARTAMENTO,365000000,2.0,2.0,70.0,3.0,1,4,ZUÑIGA,1,592
LA AMERICA,APARTAMENTO,260000000,3.0,2.0,54.0,0.0,0,4,LA AMERICA,1,215
LAURELES,APARTAMENTO,700000000,3.0,3.0,116.0,1.0,0,4,LAURELES,1,303
SANTA MARIA DE LOS ANGELES,APARTAMENTO,1050000000,3.0,2.0,186.0,4.0,2,6,SANTA MARIA DE LOS ANGELES,1,481
