neighbourhood,latitude,longitude,property_type,price,rooms,baths,area,administration_price,age,garages,stratum
asdesillas,6.1533818,-75.6056748,Apartamento,420000000,3,2,75.0,0.0,1.0,1,4
Belén Rosales,6.23269,-75.5900949,Apartamento,710000000,3,4,110.0,0.0,0.0,1,5
Ditaires,6.1674737,-75.6319583,Apartamento,365200000,3,2,71.0,282200.0,1.0,1,4
La Ferrería,6.1645733,-75.64342979999999,Apartamento,320000000,2,2,63.0,240000.0,1.0,1,4
La Aldea,6.151144899999999,-75.636623,Apartamento,250000000,2,3,52.0,0.0,1.0,,3
zuñiga,6.1817226,-75.5795931,Apartamento,650000000,3,3,141.0,544000.0,2.0,1,5
Las Palmas,6.167286499999999,-75.5836963,Casa,2600000000,3,4,340.0,570000.0,1.0,2,5
Robledo,6.2828018,-75.5974368,Apartamento,185000000,3,1,53.0,118000.0,,,3
Santa rosa de lima,6.265582900000001,-75.60272549999999,Apartamento,210000000,1,1,47.0,10.0,0.0,,3
El llano (santa elena),6.2476376,-75.56581530000001,Casa,2300000000,4,2,400.0,0.0,2.0,2,4
El Poblado,6.2022059,-75.554019,Apartamento,3800000000,4,5,490.0,2100000.0,2.0,4,6
Lagos de la doctora,6.1504856,-75.61687859999999,Apartamento,520000000,3,2,79.0,273000.0,1.0,1,4
Aldea verde,6.1454027,-75.6226387,Apartamento,485000000,3,2,97.0,0.0,1.0,1,3
López de Mesa,6.2838465,-75.5806494,Casa,185000000,4,2,70.0,50.0,3.0,,3
Ciudadela del valle,6.1896637,-75.6041363,Apartamento,280000000,3,2,59.0,202277.0,2.0,1,3
La Almeria,6.2455461,-75.6232252,Apartamento,400000000,,,84.0,282000.0,3.0,,4
Belén Las mercedes,6.275036099999999,-75.5453958,Apartamento,255000000,3,1,75.0,0.0,,,3
SURAMERICA,6.1681832,-75.6190324,Apartamento,340000000,2,2,67.0,324850.0,1.0,1,4
Florida nueva,6.251593799999999,-75.5887989,Apartamento,625000000,3,2,131.0,881000.0,4.0,2,5
Calasanz,6.24445,-75.6039305,Apartamento,450000000,5,3,138.0,302500.0,4.0,1,4
Malibú,6.2362486,-75.5882495,Apartamento,630000000,3,3,120.0,150000.0,0.0,1,5
DITAIRES,6.1696671,-75.63151549999999,Casa,470000000,3,3,110.0,0.0,2.0,1,4
La doctora,6.1430164,-75.6141596,Apartamento,410000000,3,2,75.0,300000.0,1.0,1,3
Loma el atravesado,6.165178,-75.5692486,Apartamento,730000000,3,3,97.0,406000.0,1.0,2,5
El danubio,6.253939900000001,-75.6086013,Casa,1500000000,7,6,325.0,0.0,2.0,,3
Calasanz parte alta,6.271078699999999,-75.5965519,Apartamento,270000000,3,2,75.0,0.0,1.0,,4
Kennedy,6.284437,-75.5823971,Casa,260000000,3,1,72.0,0.0,,,3
El Poblado,6.2241763,-75.5617369,Apartamento,630000000,3,3,87.0,0.0,,2,6
La Pilarica,6.2765012,-75.5862069,Apartamento,310000000,3,2,68.0,360000.0,3.0,1,5
CENTRO,6.167396099999999,-75.6242614,Apartamento,300000000,2,2,62.0,217000.0,1.0,1,4
Señorial,6.159403699999999,-75.5994894,Apartamento,260000000,3,2,70.0,0.0,,,3
Prado Centro Medellín,6.2588326,-75.5591876,Apartamento,270000000,3,2,82.0,160000.0,1.0,,4
Santa catalina,6.164519,-75.6328194,Casa,990000000,3,3,202.0,0.0,1.0,1,4
Ditaires,6.169486999999999,-75.6281441,Apartamento,265000000,3,2,63.0,0.0,1.0,,3
El rodeo,6.2066608,-75.6020539,Apartamento,310000000,3,2,65.0,0.0,1.0,1,3
Señorial,6.1592318,-75.5989595,Apartamento,500000000,3,2,75.0,315000.0,1.0,1,4
La floresta,6.2609739,-75.60534369999999,Casa,360000000,4,2,112.0,0.0,3.0,,3
Caicedo,6.24839,-75.54872000000002,Casa,230000000,3,2,92.0,0.0,0.0,,2
Loma De Los Benedictinos,6.1774268,-75.5741994,Apartamento,695000000,2,3,94.0,368000.0,3.0,2,5
Triana,6.1713026,-75.6390787,Apartamento,215000000,3,2,60.0,30000.0,2.0,,2
QUINTAS DE LA QUINTA,6.1549954,-75.6423796,Apartamento,220000000,3,2,50.0,100000.0,,,3
La candelaria,6.2476376,-75.56581530000001,Apartamento,885000000,3,3,200.0,500000.0,4.0,2,6
Calasanz parte baja,6.260915799999999,-75.5989846,Apartamento,299000000,2,2,60.0,200000.0,3.0,1,5
Campo valdes no.2,6.2386655,-75.5666733,Apartamento,160000000,3,,96.0,0.0,,,3
Loma de los bernal,6.217723899999999,-75.6038044,Apartamento,425000000,3,2,70.0,321000.0,,1,4
Zuñiga,6.1778942,-75.5733712,Casa,1800000000,4,6,338.0,1270000.0,2.0,4,6
Escobero,6.1300515,-75.5506587,Casa,8000000000,4,,1000.0,790000.0,3.0,4,5
Alto de las Palmas,6.1549457,-75.5194928,Casa,3500000000,3,4,1800.0,600000.0,,1,6
El dorado,6.1634256,-75.5913486,Apartamento,510000000,3,3,87.0,350000.0,1.0,1,4
loma de las Brujas,6.1644248,-75.5798859,Apartamento,770000000,2,2,96.0,370000.0,1.0,1,5
Kennedy,6.2205995,-75.60611899999999,Casa,370000000,3,2,84.0,0.0,,,4
Santa catalina,6.165845300000001,-75.5581121,Casa,2800000000,5,5,1000.0,490000.0,1.0,4,5
Parque residencial la sabana,6.149838099999999,-75.61357989999999,Apartamento,535000000,3,2,88.0,328000.0,1.0,1,4
Ciudad del Río,6.2213794,-75.5741608,Apartamento,454000000,3,2,67.0,250000.0,2.0,1,5
Aves Maria,6.1504856,-75.61687859999999,Apartamento,670000000,2,3,109.0,340000.0,,3,6
Loma de las brujas,6.164697200000001,-75.5698841,Apartamento,635000000,3,2,90.0,0.0,1.0,1,5
viviendas del sur,6.1959576,-75.5981662,Apartamento,305000000,3,2,65.0,198000.0,1.0,1,3
El chingui,6.153851899999999,-75.57698119999999,Apartaestudio,390000000,3,2,64.0,263000.0,2.0,1,4
centro de la moda,6.190072199999999,-75.6032815,Apartamento,260000000,3,2,58.0,0.0,,1,4
Las antillas,6.1604831,-75.5907656,Apartamento,510000000,3,2,107.0,305000.0,2.0,1,4
Ub. reserva de san juan 2,40.7672535,-73.9953761,Apartamento,250000000,2,2,57.0,0.0,,,3
asdesillas,6.153236799999999,-75.60499639999999,Apartamento,415000000,3,2,76.0,280000.0,1.0,1,4
LA LOMA DEL INDIO,6.2259812,-75.5633031,Apartamento,500000000,3,2,76.0,365579.0,2.0,1,4
Holanda,6.1504856,-75.61687859999999,Apartamento,880000000,3,3,134.89,389000.0,0.0,2,4
La candelaria,6.2476376,-75.56581530000001,Apartamento,1900000000,3,4,183.0,0.0,1.0,1,6
Laureles,6.2471267,-75.5957335,Apartamento,550000000,3,3,133.0,380000.0,,,5
Villa Hermosa,6.2546187,-75.55666579999999,Apartamento,345000000,4,2,144.0,0.0,3.0,,4
Vereda san jose,6.1339488,-75.61905279999999,Apartamento,1700000,3,2,60.0,0.0,,,3
La pilarica,6.2791769,-75.5868783,Apartamento,360000000,3,2,79.0,0.0,2.0,1,4
Pantanillo,6.060955,-75.50258199999999,Casa,1400000000,3,4,199.0,250000.0,1.0,2,5
La florida,6.2476376,-75.56581530000001,Apartamento,1250000000,3,4,186.0,0.0,,,6
maria auxiliadora,6.1550233,-75.60383019999999,Apartamento,295000000,2,2,69.0,0.0,,1,3
Calasanz,6.271100499999999,-75.6023553,Apartamento,225000000,3,2,55.0,150000.0,,,3
Robledo,6.2476376,-75.56581530000001,Apartamento,300000000,4,2,151.0,0.0,,,3
Loma de las brujas,6.167286499999999,-75.5836963,Apartamento,1558000000,3,5,330.0,1089000.0,1.0,2,5
La candelaria,6.188295399999999,-75.5768162,Apartamento,1300000000,3,5,264.0,1200000.0,4.0,2,6
Campo Valdez,6.28263,-75.56714,Casa,460000000,6,3,100.0,0.0,3.0,,3
El carmelo,6.1504856,-75.61687859999999,Apartamento,448000000,2,2,78.0,0.0,1.0,1,4
Simon bolivar,6.2666899,-75.6009036,Apartamento,680000000,4,,240.0,0.0,2.0,,5
Pontevedra,6.1792558,-75.5839262,Apartamento,510000000,3,3,90.0,435000.0,3.0,1,4
La candelaria,6.2476376,-75.56581530000001,Apartamento,1300000000,4,5,150.0,870000.0,1.0,3,6
Villa hermosa,6.2569085,-75.5584741,Apartamento,290000000,4,2,112.0,0.0,0.0,,3
Las Palmas,6.167286499999999,-75.5836963,Casa,3550000000,4,4,396.0,0.0,,,6
Loma del Escobero,6.1272115,-75.53442720000001,Casa,1600000000,6,5,1400.0,0.0,,1,5
Vereda san jose,6.1405501,-75.61787629999999,Apartamento,640000000,3,3,113.0,360000.0,,2,4
Santa Maria De Los Angeles,6.1900376,-75.5793401,Apartamento,1500000000,3,5,330.0,0.0,2.0,3,5
El carmelo,6.1504856,-75.61687859999999,Apartamento,278000000,2,2,72.0,224000.0,,2,3
El trianon,6.1575376,-75.5931643,Apartamento,465000000,3,2,71.0,184000.0,2.0,1,4
Jardines,6.167286499999999,-75.5836963,Apartamento,590000000,3,2,126.0,0.0,,,5
transversal intermedia,6.1687858,-75.5684664,Casa,1100000000,3,4,240.0,936000.0,,2,5
Vegas de la doctora,6.1447208,-75.6108806,Apartamento,560000000,2,2,115.0,460000.0,1.0,1,4
el carmelo,6.1536056,-75.611506,Apartamento,535000000,3,2,87.0,346000.0,1.0,2,4
Las palmas,6.2298032,-75.5442059,Apartamento,1100000000,2,3,93.0,376000.0,0.0,2,6
Urbanizacion metropolitana,6.263741599999999,-75.6077147,Casa,580000000,4,3,170.0,0.0,,,0
Las brujas,6.167348,-75.5729519,Apartamento,1450000000,3,4,274.0,0.0,1.0,2,5
Vegas de la doctora,6.1493435,-75.61720389999999,Apartamento,750000000,3,2,107.0,0.0,,,3
La Florida,6.2134907,-75.5770419,Apartamento,599900000,3,2,136.0,0.0,,2,6
Simon bolivar,6.1681832,-75.6190324,Apartamento,390000000,3,2,78.0,0.0,,,4
prados de sabaneta,6.1496492,-75.6248174,Apartamento,350000000,3,2,79.0,0.0,,1,4
Las Lomitas,6.1504856,-75.61687859999999,Apartamento,355000000,2,2,57.0,304000.0,1.0,1,4
Belén,6.2053223,-75.6085234,Apartamento,400000000,3,3,105.0,105000.0,2.0,1,3
Buenos Aires,6.2476376,-75.56581530000001,Apartamento,240000000,2,2,65.0,0.0,1.0,,3
Alto de misael,6.1765856,-75.5779683,Apartamento,230000000,3,2,56.0,13000.0,,,2
La independencia,6.1681832,-75.6190324,Apartamento,276000000,3,2,56.0,170000.0,1.0,1,3
cañaveralejo,6.141651299999999,-75.62133159999999,Apartamento,350000000,3,2,69.0,220000.0,,,4
Señorial,6.1329629,-75.61906669999999,Apartamento,350000000,3,2,69.0,0.0,,1,4
La castellana,6.242322799999999,-75.60110999999999,Casa,1100000000,6,4,347.0,0.0,4.0,1,5
El Poblado,6.2191831,-75.5676522,Apartamento,950000000,3,4,127.0,600000.0,3.0,2,5
aliadas,6.154650999999999,-75.6108895,Apartaestudio,190000000,1,1,65.0,0.0,,,2
EL DORADO,6.163263199999999,-75.5872545,Apartamento,1100000000,8,6,240.0,440000.0,,,5
El Poblado,6.2448839,-75.5659424,Apartamento,800000000,3,4,130.0,961000.0,2.0,2,6
La cabaña,6.3136689,-75.5641076,Apartamento,300000000,3,2,86.0,0.0,1.0,,4
Mesa,6.167121,-75.5866787,Apartamento,400000000,3,2,102.0,0.0,3.0,,3
loma de las Brujas,6.167286499999999,-75.5836963,Apartamento,790000000,3,2,114.0,0.0,,1,6
Calle larga,6.1511059,-75.61759789999999,Apartamento,410000000,3,2,96.0,243000.0,,,3
La magnolia,6.1775289,-75.5813297,Apartamento,1550000000,3,4,157.0,490000.0,1.0,2,5
Belen la Mota,6.2105064,-75.5960832,Casa,575000000,4,3,110.0,400000.0,3.0,1,4
Alcala,6.168866899999999,-75.591809,Casa,700000000,4,3,193.0,0.0,2.0,1,3
Simon bolivar,6.246883400000001,-75.6047572,Casa,570000000,5,3,165.0,0.0,4.0,1,5
Señorial,6.167286499999999,-75.5836963,Apartamento,400000000,3,2,65.0,295000.0,3.0,1,4
Altos del poblado,6.2332823,-75.5396713,Casa,3000000000,8,6,560.0,0.0,3.0,3,6
suramerica,6.1634588,-75.6347086,Apartamento,265000000,2,2,64.0,250000.0,,1,4
San diego,6.2322903,-75.5676977,Apartamento,570000000,3,3,127.0,695000.0,1.0,1,5
suramerica,6.1622249,-75.630489,Apartamento,490000000,2,2,77.0,264000.0,,,4
Caminos de la romeria,6.1417532,-75.6088286,Apartamento,245000000,3,2,69.0,0.0,,,2
Lopez de mesa,6.2803728,-75.5743665,Casa,350000000,3,,72.0,0.0,,,3
Sucre,6.242311099999999,-75.55372550000001,Apartamento,165000000,2,1,34.0,0.0,1.0,,3
intermedia,6.175863800000001,-75.5673111,Apartamento,695000000,3,3,110.0,535000.0,1.0,2,5
Loma de Las Brujas,6.164697200000001,-75.5698841,Apartamento,825000000,3,3,113.0,409000.0,0.0,2,5
Alcala,6.1702886,-75.5927892,Casa,800000000,5,3,132.0,0.0,,1,3
San Javier,6.2665482,-75.6115076,Casa,180000000,5,3,84.0,0.0,,,1
cañaveralejo,6.141651299999999,-75.62133159999999,Apartamento,300000000,2,2,58.0,180000.0,1.0,1,4
Los arias,6.1522652,-75.6020382,Apartamento,205000000,3,2,51.0,120000.0,1.0,,2
Calasanz,6.2694578,-75.6058908,Apartamento,260000000,3,2,53.0,174000.0,2.0,,4
El Poblado,6.1811149,-75.5694659,Casa,1200000000,4,4,223.0,470000.0,3.0,3,6
Boston,6.246372099999999,-75.55244809999999,Apartamento,250000000,3,2,74.0,0.0,2.0,1,3
Castilla,6.2911827,-75.5727914,Casa,450000000,4,2,120.0,0.0,,,3
La Milagrosa,6.2338014,-75.5524157,Casa,270000000,4,2,53.0,101000.0,,,3
Loma del Indio,6.226088799999999,-75.5596619,Apartamento,445000000,2,2,62.0,250000.0,,1,4
Aburra Sur Loma de Las Brujas,6.1663737,-75.5820556,Apartamento,1360000000,3,3,165.0,510000.0,1.0,4,5
Belén Rosales,6.2319717,-75.5909451,Apartamento,300000000,2,2,55.0,45000.0,,,5
El Poblado,6.229481499999999,-75.5645823,Apartamento,395000000,3,2,74.0,321000.0,,1,4
La América,6.2545144,-75.60659969999999,Apartamento,290000000,2,2,77.0,0.0,,,3
Nazareth,6.2780615,-75.6226046,Apartamento,145000000,3,1,46.0,105000.0,2.0,,3
Belén San Bernardo,6.2476376,-75.56581530000001,Apartamento,280000000,2,2,74.0,0.0,3.0,,3
la estrella,6.159173099999999,-75.6403466,Apartamento,220000000,2,2,58.0,83000.0,,,3
maría auxiliadora,6.1504856,-75.61687859999999,Apartamento,240000000,2,2,55.0,0.0,0.0,,3
El Salado,6.1469894,-75.5746779,Apartamento,445000000,2,2,74.0,0.0,1.0,1,4
Las antillas,6.199762700000001,-75.55563959999999,Apartamento,510000000,2,2,86.0,0.0,1.0,1,4
Las margaritas,6.167189899999999,-75.6216903,Apartamento,363000000,,3,82.0,0.0,,,3
San german,6.2656024,-75.5888221,Apartamento,230000000,3,2,68.0,0.0,2.0,,4
Pajarito,6.2857093,-75.60948789999999,Apartamento,177000000000,3,1,48.0,0.0,3.0,,3
Rodeo Alto,6.2011729,-75.6010891,Apartamento,330000000,3,2,55.0,210000.0,3.0,,3
Las estancias,6.2351129,-75.5327934,Casa,180000000,4,2,84.0,0.0,2.0,,2
Las brujas,6.1601386,-75.5759302,Apartamento,890000000,3,2,139.0,530000.0,,2,5
Vereda san jose,6.1477836,-75.6209177,Apartamento,480000000,3,,67.0,250000.0,,,6
sabaneta calle larga ,6.1504856,-75.61687859999999,Apartaestudio,270000000,1,1,47.0,0.0,,1,4
La pradera,6.153094599999999,-75.56384709999999,Casa,1350000000,3,3,240.0,330000.0,1.0,5,5
LA INMACULADA,6.1698564,-75.57595210000001,Apartamento,498000000,3,2,88.0,275000.0,1.0,1,4
Laureles,6.2413009,-75.59514229999999,Apartamento,1600000000,5,5,320.0,900000.0,3.0,4,5
la estrella,6.121395000000001,-75.6351078,Apartamento,235000000,2,2,60.0,200000.0,1.0,1,3
Urbanizacion san bernardo,6.2671844,-75.5864343,Apartamento,185000000,2,2,46.0,0.0,2.0,,3
Monteazul,6.143530999999999,-75.6215816,Apartamento,420000000,3,2,75.0,276000.0,2.0,1,4
la catedral,6.167286499999999,-75.5836963,Casa,1700000000,3,2,260.0,420000.0,3.0,3,4
Loma de San Jose,6.1504856,-75.61687859999999,Apartamento,670000000,3,3,112.0,351000.0,2.0,2,4
la aldea,6.1553761,-75.6399926,Apartamento,260000000,2,2,60.0,250000.0,1.0,1,4
Sabaneta Asdesillas,6.1532604,-75.6054489,Apartaestudio,195000000,1,1,40.0,0.0,,,3
san jose,6.1359695,-75.6183399,Apartamento,880000000,3,4,147.0,450000.0,1.0,2,4
El Poblado,6.1843318,-75.56204670000001,Apartamento,1100000000,4,4,190.0,1140000.0,3.0,1,6
La floresta,6.256287899999999,-75.59953,Apartamento,495000000,4,3,143.0,290000.0,4.0,2,4
Poblado Los Balsos N 1,6.1909569,-75.57273239999999,Apartamento,1380000000,3,3,186.0,0.0,1.0,3,6
loma de las Brujas,6.1597143,-75.5747746,Apartamento,2100000000,3,5,313.0,710000.0,1.0,3,5
Camino Verde,6.167286499999999,-75.5836963,Apartamento,490000000,3,2,71.0,340000.0,1.0,2,4
Las Flóres,6.1728776,-75.58016099999999,Apartamento,360000000,4,2,75.0,0.0,,2,4
Cumbres,6.166303099999999,-75.5719103,Apartamento,715000000,3,2,95.0,500000.0,1.0,1,5
El Poblado,6.2761337,-75.5856953,Apartamento,330000000,3,2,85.0,0.0,1.0,,5
La candelaria,6.222120599999999,-75.6021008,Casa,700000000,5,3,140.0,0.0,,1,5
Santa maria no. 1,6.190163399999999,-75.6177951,Casa,410000000,6,3,146.0,0.0,1.0,,3
sabaneta,6.151473,-75.61542969999999,Apartamento,360000000,3,2,77.0,0.0,1.0,1,4
Occidente Calasanz,6.260915799999999,-75.5989846,Apartamento,450000000,4,3,140.0,150000.0,3.0,1,5
Villagrande,6.183064799999999,-75.58271979999999,Casa,1490000000,6,3,312.0,0.0,,,5
Laureles,6.2347854,-75.59466689999999,Apartamento,600000000,3,2,100.0,324000.0,1.0,1,5
Mirador del esmeraldal,6.1748593,-75.5723884,Apartamento,460000000,2,2,60.0,0.0,,1,4
La América,6.252045,-75.60622409999999,Apartamento,450000000,3,2,78.0,100000.0,,1,4
Aranjuez,6.2851522,-75.56050440000001,Casa,650000000,8,4,100.0,0.0,,,3
San Antonio de Prado,6.2914619,-75.5718699,Apartamento,195000000,3,2,68.0,130000.0,,,3
EL TRIANON ENVIGADO,6.1565784,-75.59226559999999,Apartamento,589000000,3,2,84.0,0.0,1.0,2,4
Robledo,39.2179353,-4.2826759,Apartamento,167000000,3,1,46.0,70000.0,,,3
Monteazul,6.147179,-75.6261052,Apartamento,390000000,2,2,55.0,290000.0,2.0,1,4
Carlos E Restrepo,6.2476376,-75.56581530000001,Apartamento,420000000,3,3,85.0,0.0,,1,4
El portal,6.1765334,-75.5891884,Casa,560000000,4,3,109.0,0.0,,,5
Nazareth,6.2559889,-75.6264453,Apartaestudio,300000000,,,1302.0,0.0,1.0,,3
ATRAVESADO,6.173081499999999,-75.562692,Casa,1250000000,3,4,200.0,900000.0,2.0,4,5
El pesebre,6.2696315,-75.5996765,Apartaestudio,200000000,1,1,38.0,200000.0,1.0,,3
Manrique,6.2729269,-75.5539963,Apartamento,200000000,2,1,60.0,0.0,,,3
Madera,3.4091392,-76.5192266,Apartamento,290000000,3,2,66.0,208000.0,2.0,1,4
Loma del Chocho,6.1675746,-75.5625604,Casa,2200000000,3,4,226.0,840000.0,1.0,4,6
Simon bolivar,6.2327793,-75.5588938,Casa,590000000,4,3,180.0,0.0,2.0,1,5
Tres esquinas,6.151898999999999,-75.61577799999999,Apartamento,368000000,3,2,64.0,0.0,,1,4
Loma del Chocho,6.167222799999999,-75.5655775,Casa,4200000000,5,7,422.0,0.0,3.0,6,5
Suramerica,6.1820065,-75.6048402,Apartamento,550000000,2,2,88.0,300000.0,1.0,1,4
la doctora,6.142419299999999,-75.6102532,Apartamento,200000000,3,2,58.0,0.0,1.0,,2
El pesebre,6.2707736,-75.600117,Apartamento,305000000,2,2,55.0,160000.0,,1,3
Zuñiga,6.1800637,-75.5793288,Casa,3300000000,4,4,1850.0,800000.0,,3,5
Vereda san jose,6.1542784,-75.6036231,Apartamento,215000000,3,2,55.0,120000.0,1.0,,3
Tres esquinas,6.1388145,-75.62069509999999,Apartamento,310000000,2,2,55.0,127000.0,1.0,1,3
Loma de las brujas,6.1663737,-75.5820556,Apartamento,1250000000,3,3,209.0,0.0,0.0,2,4
Calasanz,6.260915799999999,-75.5989846,Apartamento,300000000,2,2,54.0,172000.0,1.0,1,4
Tres esquinas,6.1462217,-75.6213209,Apartamento,265000000,2,2,64.0,180000.0,1.0,,3
San diego,6.226227499999999,-75.5747295,Apartamento,312000000,4,2,92.0,0.0,1.0,1,4
Medellín,6.2600095,-75.56073359999999,Casa,1300000000,3,4,280.0,0.0,4.0,6,4
Buenos Aires,6.2476376,-75.56581530000001,Apartamento,150000000,2,1,40.0,170000.0,1.0,,3
la estrella,6.1583577,-75.6474707,Casa,486000000,4,3,130.0,30000.0,3.0,,3
La Floresta,6.2586996,-75.59982579999999,Apartaestudio,220000000,1,1,32.0,220000.0,4.0,,5
Zona industrial no. 1,6.1747823,-75.6057527,Apartamento,175000000,1,1,38.0,0.0,0.0,,3
La Tablaza,6.1189914,-75.6360515,Apartamento,209000000,3,2,53.0,178000.0,1.0,1,3
Quintas del palmar,6.1482465,-75.5615123,Apartamento,1000000000,3,4,134.0,560000.0,0.0,2,5
Caminos de la romeria,6.1459039,-75.6099261,Apartamento,490000000,2,,91.0,0.0,0.0,,4
Santa Mónica,6.2529691,-75.6159593,Apartamento,290000000,3,2,72.0,135000.0,2.0,,3
Las Lomitas,6.1504856,-75.61687859999999,Apartamento,290000000,2,2,64.0,0.0,1.0,,4
Barrio Cristóbal,6.252541,-75.6113062,Apartamento,410000000,3,2,113.0,0.0,4.0,1,3
Cascuña,6.166875699999999,-75.57226279999999,Apartamento,1100000000000,3,4,180.0,630000.0,3.0,3,5
Loma de las Brujas,6.1613648,-75.5761748,Apartamento,970000000,3,4,182.0,450000.0,0.0,2,6
Loma del Chocho,6.167489,-75.5619218,Apartamento,820000000,3,4,140.0,0.0,1.0,2,5
asturias,6.1690128,-75.60962169999999,Casa,450000000,4,4,240.0,0.0,4.0,1,3
El Poblado,6.2090393,-75.5701974,Apartamento,950000000,3,3,170.0,0.0,3.0,2,6
Monteazul,6.141437400000001,-75.6194084,Apartamento,520000000,3,2,86.0,340000.0,0.0,1,4
Holanda,6.1504856,-75.61687859999999,Apartamento,380000000,3,2,74.0,317000.0,2.0,1,3
aliadas del sur,6.153237,-75.61107779999999,Casa,375000000,4,2,92.0,0.0,3.0,,3
El chingui,6.1534412,-75.57597489999999,Apartamento,350000000,3,2,64.0,261000.0,,,4
CALDAS,6.1117403,-75.6371593,Apartamento,135000000,2,1,38.0,138000.0,1.0,,3
La Milagrosa,6.2355461,-75.5552007,Apartamento,308000000,3,2,68.0,180000.0,3.0,1,3
El Poblado,6.1998311,-75.5627047,Apartamento,650000000,3,2,147.0,646700.0,,2,5
La Almeria,6.2437649,-75.6152718,Apartamento,360000000,3,2,82.0,248000.0,3.0,1,5
Campo valdes no.1,6.2732361,-75.55605969999999,Casa,450000000,5,3,261.0,0.0,,1,3
la estrella,6.1602,-75.6415406,Casa,830000000,5,3,169.0,0.0,,1,3
Loma Del Escobero,6.167286499999999,-75.5836963,Casa,2600000000,5,7,676.0,0.0,1.0,1,5
Urbanizacion el carmelo ii etapa,6.258776699999999,-75.54930039999999,Apartamento,269000000,3,2,71.0,0.0,,1,2
Envigado La Paz LV,6.162069499999999,-75.5938919,Apartamento,320000000,3,2,126.0,0.0,3.0,,3
LA Mina,6.152162499999999,-75.5811251,Apartamento,230000000,3,2,55.0,123000.0,1.0,,3
Santa teresita,6.2444204,-75.6098748,Apartamento,340000000,1,1,63.0,0.0,2.0,1,5
La candelaria,6.2523122,-75.5592454,Apartamento,325000000,3,2,60.0,0.0,0.0,,3
El Poblado,6.2056274,-75.5593064,Apartamento,1150000000000,3,4,178.0,931300.0,3.0,2,6
Altamira,6.2772388,-75.5690065,Apartamento,340000000,4,,130.0,0.0,4.0,,3
El carmelo,6.1483428,-75.61007289999999,Apartamento,420000000,3,2,78.0,260000.0,1.0,1,4
Buenos Aires,6.237128999999999,-75.5560544,Apartamento,270000000,2,2,55.0,230000.0,2.0,1,4
Aves Maria,6.1489284,-75.6156713,Apartamento,700000000,3,2,106.0,0.0,,1,4
BENEDICTINOS,7.1020854,-73.11308489999999,Apartamento,690000000,3,3,110.0,535000.0,1.0,2,5
Escobero,6.1657023,-75.5761018,Casa,1200000000,4,4,257.0,730000.0,,4,6
Robledo,6.2857093,-75.60948789999999,Apartamento,222000000,3,1,48.0,150000.0,1.0,1,3
Mesa,6.1680277,-75.5839701,Casa,970000000,3,4,180.0,710000.0,2.0,2,5
Mesa,6.1655893,-75.5841694,Apartamento,725000000,4,4,256.0,40000.0,0.0,1,3
Vereda maria auxiliadora,6.1504856,-75.61687859999999,Apartamento,215000000,3,2,51.0,0.0,0.0,,2
LA CUENCA,6.155107999999999,-75.5964503,Apartamento,348000000,3,2,66.0,250000.0,0.0,1,4
el chocho,6.167286499999999,-75.5836963,Apartamento,780000000,3,2,135.0,0.0,,1,5
Tierra Firme,6.268523600000001,-75.59047009999999,Apartamento,410000000,3,2,68.0,287000.0,1.0,1,4
Tres esquinas,6.143777999999999,-75.62251359999999,Apartamento,530000000,3,2,96.0,400000.0,0.0,1,4
viviendas del sur,6.1681832,-75.6190324,Apartamento,290000000,3,2,63.0,208000.0,1.0,1,3
Pan de azucar,6.1504856,-75.61687859999999,Apartamento,400000000,2,2,75.0,0.0,1.0,1,3
Los alcazares,6.1447086,-75.6104154,Casa,1600000000,4,5,550.0,780000.0,,1,4
Zona rural,6.185826,-75.5994734,Apartamento,325000000,3,2,75.0,258500.0,3.0,1,4
Niquia,6.3457824,-75.5322532,Apartamento,225000000,3,2,57.0,217000.0,,1,4
SurOriente,6.160188,-75.5760099,Apartamento,895000000,3,3,128.0,645000.0,1.0,2,5
el carmelo,6.184029799999999,-75.59534699999999,Casa,1000000000,5,4,180.0,330000.0,3.0,2,4
San rafael,6.161152,-75.5864777,Apartamento,244000000,3,2,55.0,200000.0,,,2
Las Lomitas,6.149267,-75.6158773,Apartamento,460000000,2,2,127.0,100000.0,0.0,,3
Loma de los Bernal,6.2476376,-75.56581530000001,Apartamento,300000000,3,2,65.0,243000.0,2.0,,4
Manrique Central,6.268046,-75.5529935,Casa,80000000,5,2,80.0,0.0,4.0,,3
la estrella,6.160508999999999,-75.62839919999999,Casa,950000000,4,4,254.0,350000.0,,1,4
La Aldea,6.1605242,-75.6365621,Apartamento,225720000,2,2,55.0,0.0,1.0,,3
Quebrada la clara,6.1725194,-75.5875714,Apartamento,800000000,3,4,123.0,680000.0,1.0,2,5
