neighbourhood,latitude,longitude,property_type,price,rooms,baths,area,administration_price,age,garages,stratum
El Poblado,6.209064499999999,-75.5676977,Apartamento,700000000,3,3,160.0,823000.0,4.0,2,6
Pan de azucar,6.143066399999999,-75.6109007,Apartamento,310000000,3,2,60.0,180000.0,1.0,1,3
alto de las flores,6.1534227,-75.6070156,Apartamento,496000000,2,2,69.0,0.0,1.0,1,5
Camino Verde,6.149955599999999,-75.58211899999999,Apartamento,464500000,3,2,72.6,280000.0,0.0,1,4
La Calera,6.198575399999999,-75.5567906,Apartamento,850000000,2,3,94.0,400000.0,2.0,2,6
Sabaneta real,6.2476376,-75.56581530000001,Apartamento,410000000,3,2,68.0,230000.0,1.0,1,4
La candelaria,6.2507226,-75.59616729999999,Casa,820000000,6,3,220.0,0.0,,1,4
calle larga,6.152113,-75.6236393,Apartamento,320000000,3,2,60.0,230000.0,3.0,1,4
pan de azucar,6.144210200000001,-75.6227407,Apartamento,600000000,4,4,108.0,328000.0,2.0,2,4
El Poblado,6.2034815,-75.5716589,Apartamento,3100000000,3,6,354.0,1594528.0,3.0,2,6
Conjunto residencial san jose,6.1619473,-75.5834993,Apartamento,510000000,3,3,87.0,300000.0,1.0,2,3
Laureles,6.2415125,-75.5969443,Apartamento,328000000,2,2,75.0,0.0,,,5
SAN JOSE,6.159379899999999,-75.5834185,Apartamento,370000000,3,1,54.0,0.0,,,2
Calasanz,6.2694578,-75.6058908,Apartamento,370000000,3,2,66.0,250000.0,1.0,1,4
san fernando,6.192824,-75.5894475,Apartamento,380000000,5,4,160.0,0.0,,,3
Ub cortijo de san jose,6.1424137,-75.6175353,Casa,1300000000,5,6,280.0,0.0,2.0,2,5
Las antillas,6.1571465,-75.591332,Casa,673300000,5,4,226.0,0.0,,1,4
El esmeraldal,6.170374799999999,-75.5676977,Apartamento,570000000,2,2,78.0,308000.0,1.0,2,5
Vegas de san jose,6.152496200000001,-75.6233026,Apartamento,2000000,2,2,60.0,0.0,1.0,1,4
Escobero,6.1546939,-75.5667125,Casa,4000000000,4,5,300.0,0.0,0.0,2,5
Bombona,6.2476376,-75.56581530000001,Apartamento,170000000,2,1,48.0,0.0,1.0,,3
San Javier,6.255456100000001,-75.6237554,Apartamento,225000000,3,2,67.0,180000.0,,,3
Zuñiga,6.1841962,-75.5807682,Apartamento,690000000,3,3,115.0,0.0,2.0,2,5
aves maria,6.148651099999999,-75.61692289999999,Apartamento,500000000,3,3,100.0,340000.0,2.0,1,4
El rosario,6.1761607,-75.6081167,Apartamento,290000000,2,2,62.0,217000.0,3.0,1,3
Las Palmas,6.2476376,-75.56581530000001,Casa,400000000,3,2,140.0,0.0,4.0,,3
San javier no.2,6.2522182,-75.5760937,Apartamento,135000000,2,1,45.0,135000000.0,2.0,,2
Centro,6.2513368,-75.5646009,Apartamento,295000000,3,2,125.0,0.0,4.0,,4
Cd. presidencial puebla,6.171783599999999,-75.5754563,Apartamento,450000000,3,2,87.0,370000.0,2.0,2,5
Suramerica,6.151144899999999,-75.636623,Apartamento,410000000,2,2,74.0,340000.0,,1,3
La pilarica,6.2735058,-75.5873438,Casa,513000000,4,3,132.0,150000.0,,2,5
La paz,6.160520399999999,-75.5954337,Apartamento,500000000,3,2,86.0,340000.0,1.0,1,4
envigado,6.1840842,-75.5801987,Apartamento,630000000,3,2,159.0,450000.0,3.0,1,6
Las antillas,6.1543182,-75.5862701,Apartamento,360000000,2,2,68.0,356000.0,,1,4
Calasanz,6.260915799999999,-75.5989846,Apartamento,460000000,2,2,80.0,195000.0,1.0,1,5
envigado,6.167286499999999,-75.5836963,Casa,3000000000,4,6,465.0,913000.0,3.0,6,4
López de Mesa,6.284342499999999,-75.5822506,Apartamento,235000000,3,2,65.0,0.0,3.0,,3
Dublin,6.1465308,-75.609541,Apartamento,400000000,3,2,81.0,243000.0,1.0,1,4
Nazareth,6.281082,-75.61432099999999,Apartamento,89000000,2,1,46.0,0.0,,,2
Simon bolivar sb (centro),6.3393597,-75.5181832,Apartamento,200000000,2,2,57.0,120000.0,1.0,,2
Loma del Indio,6.227146299999999,-75.5647188,Apartamento,386000000,3,2,77.57,320000.0,3.0,1,4
SAN GABRIEL,6.174632799999999,-75.6340153,Apartamento,260000000,3,2,55.0,0.0,0.0,,2
La Cuenca,6.1548833,-75.5964321,Apartamento,380000000,3,2,63.0,290000.0,,1,4
Shellmar,6.2226081,-75.5777485,Apartamento,579000000,2,2,82.0,345000.0,1.0,1,4
Santa Mónica,6.245250599999999,-75.616108,Apartaestudio,118000000,1,1,16.0,0.0,,,3
Laureles,6.2484586,-75.5889159,Apartamento,600000000,3,3,128.0,360000.0,3.0,1,4
El portal,6.1742648,-75.5914665,Apartamento,650000000,2,2,80.0,0.0,,1,5
Laureles,6.260554399999999,-75.5983253,Apartamento,365000000,3,2,84.0,75000.0,,,5
envigado,6.167286499999999,-75.5836963,Apartamento,325000000,3,2,62.0,285000.0,2.0,1,4
la estrella,6.1527513,-75.6457977,Apartamento,390000000,3,2,79.0,404000.0,1.0,1,4
Zuñiga,6.1846709,-75.58026219999999,Apartamento,700000000,4,4,300.0,320000.0,,2,5
LA CUENCA,6.1562158,-75.59822299999999,Apartamento,735000000,4,3,104.0,334000.0,,2,4
Centro,6.2527469,-75.5640947,Apartamento,450000000,3,4,204.0,520000.0,3.0,,3
Laureles,6.2460793,-75.5990597,Apartamento,570000000,4,3,112.0,180000.0,4.0,1,5
Urbanizacion doña maria robledo,6.2759605,-75.599752,Apartamento,160000000,2,1,44.0,0.0,1.0,,3
Buenos Aires,6.243368800000001,-75.5575057,Apartamento,300000000,3,2,89.0,390000.0,,,4
Betania,6.1466099,-75.6163097,Apartamento,330000000,3,2,53.0,0.0,1.0,1,4
Loma el atravesado,6.167286499999999,-75.5836963,Casa,2800000000,5,5,389.0,700000.0,1.0,8,5
Loma del Indio,6.227320799999999,-75.5637421,Apartamento,425000000000,2,2,58.0,0.0,,1,4
Laureles,6.2445118,-75.59929819999999,Apartamento,1350000000,3,4,174.0,430100.0,1.0,2,6
Calasanz parte alta,6.263834200000001,-75.600292,Apartamento,380000000,3,2,65.0,280450.0,1.0,1,4
loma del esmeraldal,6.167286499999999,-75.5836963,Apartamento,470000000,2,2,80.0,0.0,,,5
12 De Octubre,6.301447899999999,-75.5773926,Apartamento,185000000,3,1,100.0,0.0,1.0,,2
San joaquin,6.1504647,-75.61309880000002,Apartamento,300000000,3,2,60.0,90000.0,1.0,,3
Las antillas,6.167286499999999,-75.5836963,Apartamento,480000000,2,2,67.0,0.0,,1,4
Las Lomitas,6.1422728,-75.614187,Apartamento,335000000,3,2,65.0,230000.0,1.0,1,4
las lomitas,6.1504856,-75.61687859999999,Apartamento,362000000,3,2,69.0,0.0,1.0,1,4
LOMA DEL ESMERALDAL,6.167286499999999,-75.5836963,Apartamento,820000000,3,4,200.0,0.0,,,5
Suramerica,6.164519,-75.6328194,Casa,1150000000,3,5,325.0,0.0,1.0,,4
Buenos aires,6.225752000000001,-75.54572929999999,Apartamento,230000000,3,2,53.0,0.0,2.0,,3
Loma de los bernal,6.27543,-75.5463551,Apartaestudio,258000000,1,2,63.0,60000.0,1.0,,5
Palma de mollorca,6.1790369,-75.5757247,Apartamento,700000000,3,2,118.0,477000.0,3.0,2,6
Loma el atravesado,6.170374799999999,-75.5676977,Casa,855000000,3,4,145.0,432000.0,2.0,4,5
San Germán,6.270561799999999,-75.5910411,Apartamento,410000000,3,2,60.0,220000.0,1.0,1,4
El trianon,6.1568061,-75.5980162,Casa,750000000,3,3,150.0,340000.0,3.0,2,4
zuñiga,6.1850608,-75.5810036,Apartamento,670000000,3,3,107.0,752000.0,2.0,2,5
sabaneta aves marias,6.146561,-75.6160043,Apartamento,530000000,3,2,76.0,271000.0,1.0,1,4
Urbanizacion doña maria robledo,6.2759605,-75.599752,Apartamento,160000000,2,1,38.0,162200.0,1.0,1,4
Loma del Chocho,6.1651134,-75.55649919999999,Casa,1999000000,6,7,1966.0,0.0,3.0,2,5
La pilarica,6.281299799999999,-75.5871616,Casa,300000000,3,2,78.0,160000.0,4.0,,3
La Fontera,6.183882,-75.5767365,Apartamento,900000000,4,3,226.0,570000.0,,2,6
Prado,6.2588326,-75.5591876,Apartamento,240000000,3,2,86.0,0.0,1.0,,4
Miraflores,6.2353286,-75.5475146,Casa,348000000,5,2,110.0,120000.0,3.0,1,3
Vereda san jose,6.1405501,-75.61787629999999,Apartamento,265000000,3,2,57.0,0.0,1.0,1,3
Las Palmas,6.167286499999999,-75.5836963,Casa,5000000000,5,6,704.0,0.0,,,6
Palma de mollorca,6.165032699999999,-75.5756632,Casa,1080000000,3,4,218.0,600000.0,2.0,2,5
Centro,10.504874,-66.91466179999999,Apartamento,400000000,2,2,147.0,397000.0,,1,3
Las Palmas,6.167286499999999,-75.5836963,Casa,4700000000,4,5,524.0,0.0,,,6
el dorado,6.1609314,-75.5855588,Apartamento,390000000,3,2,79.0,0.0,3.0,,6
El Poblado,6.2476376,-75.56581530000001,Apartamento,590000000,3,3,102.0,355000.0,,2,5
Cumbres,6.167286499999999,-75.5836963,Casa,720000000,3,3,125.0,0.0,,,5
Boyaca,6.302329,-75.5584759,Apartamento,200000000,2,2,83.0,0.0,3.0,,3
Loma de los Bernal,6.2113278,-75.5841202,Apartamento,450000000,3,2,77.0,327200.0,,1,5
Los gomez,6.1882019,-75.6067906,Apartamento,265000000,2,2,56.0,150000.0,,1,3
Kennedy,6.2918115,-75.58046569999999,Casa,505000000,11,4,380.0,0.0,2.0,,3
Industrial,6.1582488,-75.646276,Casa,850000000,3,3,148.0,268000.0,1.0,2,4
Los arias,6.1568545,-75.6066063,Apartamento,301400000,3,2,57.0,380000.0,,,3
Ditaires,6.1681832,-75.6190324,Apartamento,330000000,3,2,70.0,220000.0,1.0,1,4
La milagrosa,6.2476376,-75.56581530000001,Apartamento,170000000,2,1,38.0,0.0,,,3
envigado,6.1668586,-75.57902179999999,Apartamento,408000000,3,2,100.0,250000.0,3.0,1,2
Simón Bolivar,6.2471834,-75.6075651,Casa,700000000,4,3,160.0,0.0,,1,5
Miraflores,6.2354427,-75.5495251,Apartamento,430000000,3,2,97.0,170000.0,,,3
Altos del poblado,6.2158095,-75.5519731,Casa,3500000000,5,7,500.0,850000.0,2.0,3,6
Buenos Aires,6.2347567,-75.5463769,Casa,435000000,3,3,158.0,0.0,4.0,,3
Fac. de veterinaria y zootecnia de la u.,6.2783282,-75.58804,Apartamento,370000000,3,2,68.0,239000.0,,1,4
Santa Mónica,6.248019999999999,-75.6108544,Casa,1250000000,5,4,240.0,0.0,2.0,1,4
ROBLEDO LA CAMPIÑA,6.2810295,-75.60502679999999,Casa,250000000,4,3,92.0,85000.0,,,3
san lucas,6.1799446,-75.5640593,Apartamento,1190000000,3,4,202.0,832000.0,1.0,3,5
Loma de las brujas,6.159027300000001,-75.5737152,Apartamento,1558000000,3,5,330.0,1129000.0,1.0,2,6
Calasanz parte alta,6.270485799999999,-75.6034818,Apartamento,315000000,2,2,47.0,160000.0,,,3
Santa Mónica,6.2476689,-75.6106296,Apartamento,460000000,3,3,100.0,0.0,1.0,1,3
Tranversal Supeior Intercontinental,6.2476376,-75.56581530000001,Apartamento,690000000,3,2,80.0,0.0,1.0,2,5
Santa catalina,6.1639576,-75.6319469,Apartamento,290000000,3,2,60.0,286000.0,2.0,1,4
Laureles,6.197490999999999,-75.5733826,Casa,6300000000,,,1200.0,0.0,3.0,,5
Simon bolivar,6.1681832,-75.6190324,Casa,335000000,3,2,98.0,0.0,,1,4
Claraval,6.1670183,-75.57087709999999,Apartamento,680000000,2,3,84.4,363000.0,1.0,1,5
Escobero,6.161873099999999,-75.568905,Apartamento,860000000,3,2,105.0,0.0,1.0,2,5
Aves Maria,6.14781,-75.6125234,Apartamento,1000000000,4,5,232.0,0.0,2.0,2,4
La Candelaria,6.232306299999999,-75.5352783,Apartamento,440000000,3,2,200.0,626300.0,4.0,1,5
Laureles,6.2617653,-75.58964019999999,Apartamento,540000000,3,2,90.0,350000.0,1.0,1,4
loma de las Brujas,6.160188,-75.5760099,Apartamento,880000000,3,5,128.0,628357.0,1.0,2,5
Camino Verde,6.160069,-75.57970399999999,Apartamento,480000000,3,2,82.0,390000.0,1.0,1,4
Urbanizacion doña maria robledo,6.2928295,-75.5617884,Apartamento,150000000,2,1,48.0,0.0,0.0,,3
Las Palmas,4.5988181,-74.0737299,Apartamento,960000000,2,3,113.0,0.0,1.0,2,6
Astorga,6.2476376,-75.56581530000001,Apartamento,1200000000,2,2,128.0,670000.0,2.0,2,6
las lomitas,6.1473768,-75.6126783,Apartamento,870000000,4,5,160.0,538000.0,,2,4
Loma el atravesado,6.174494699999999,-75.5702673,Casa,750000000,3,3,140.0,340000.0,2.0,2,5
Aldea verde,6.147179,-75.6261052,Apartamento,340000000,2,2,60.0,239000.0,1.0,1,4
El carmelo,6.1447086,-75.6104154,Casa,1450000000,4,6,550.0,0.0,3.0,3,4
Medellín,6.2476376,-75.56581530000001,Casa,185000000,2,1,59.0,60000.0,3.0,,3
Urbanizacion doña maria robledo,6.2780615,-75.6226046,Apartamento,150000000,3,1,45.0,122000.0,1.0,,3
Las Lomitas,6.1518883,-75.6000565,Apartamento,230000000,2,2,51.0,123000.0,1.0,,3
La linde,6.2128573,-75.5670488,Apartamento,950000000,2,2,92.0,535000.0,1.0,2,6
Calasanz,6.2716616,-75.60225849999999,Apartamento,190000000,2,1,38.0,89000.0,3.0,,3
Loma del Escobero,6.1673212,-75.5769521,Apartamento,525000000,3,2,83.0,355000.0,2.0,1,5
Vereda san jose,6.1422685,-75.6162737,Apartamento,475000000,3,2,89.0,404000.0,1.0,1,4
El Poblado,6.2030164,-75.5705289,Apartamento,970000000,3,3,170.0,787000.0,2.0,2,6
Lalinde,6.2129837,-75.5669132,Apartamento,2080000000,5,5,355.88,0.0,,,6
La doctora,6.1422685,-75.6162737,Apartamento,507000000,3,2,88.0,400000.0,,,4
Urbanizacion doña maria robledo,6.2476376,-75.56581530000001,Apartamento,280000000,3,2,65.0,160000.0,3.0,,3
ITAGUI,6.167529099999999,-75.6108064,Apartamento,225000000,3,2,59.0,330000.0,4.0,,3
Simón Bolivar,6.248377899999999,-75.6037855,Apartamento,700000000,3,3,127.0,0.0,2.0,1,5
Aves Maria,6.1465308,-75.609541,Apartamento,740000000,3,3,147.0,472000.0,2.0,2,5
Santa fe,6.2227431,-75.58129029999999,Apartamento,550000000,3,2,69.0,280000.0,1.0,1,3
Señorial,6.1554781,-75.59759509999999,Apartamento,450000000,3,3,93.0,285000.0,1.0,1,4
Boston,6.2447588,-75.5609556,Apartamento,220000000,2,1,200.0,170000.0,2.0,,3
El Poblado,6.2161534,-75.5667199,Apartamento,715000000,3,3,139.0,777000.0,3.0,2,6
Laureles,6.2452735,-75.5972284,Apartamento,950000000,4,4,140.0,580000.0,2.0,2,5
Prado,6.2530299,-75.5662393,Casa,740000000,6,,290.0,0.0,4.0,,4
Nuestra señora de los dolores,6.1504856,-75.61687859999999,Apartamento,580000000,,2,67.0,250000.0,1.0,1,5
Calasanz parte alta,6.269103899999999,-75.6004073,Apartamento,150000000,2,1,36.5,149000.0,,,3
Machado,INVALID,INVALID,Apartamento,270000000,3,2,70.0,240000.0,1.0,1,4
Rodeo Alto,6.2009398,-75.5924843,Apartamento,330000000,3,2,54.0,0.0,,1,3
las lomitas,6.1447208,-75.6108806,Apartamento,720000000,3,2,108.0,514000.0,1.0,1,4
Mesa,6.167286499999999,-75.5836963,Casa,1250000000,3,5,311.0,0.0,,,5
La Pilarica,6.2761337,-75.5856953,Apartamento,400000000,3,2,82.0,372000.0,1.0,1,5
Zona rural,6.1883544,-75.60462729999999,Apartamento,320000000,3,2,54.4,188000.0,1.0,1,3
Laureles,6.2476376,-75.56581530000001,Apartamento,1270000000,3,3,180.0,360000.0,,1,5
La doctora,6.143798800000001,-75.6170978,Apartamento,405000000,3,2,65.0,216900.0,2.0,1,4
centro de la moda,6.1953401,-75.60028369999999,Apartamento,270000000,3,2,66.0,227000.0,2.0,1,3
copacabana,6.3393597,-75.5181832,Apartamento,230000000,3,3,58.0,0.0,1.0,1,3
Los Almendros,6.155107999999999,-75.5964503,Apartamento,395000000,3,2,65.0,230000.0,1.0,1,4
Alqueria de san isidro,6.167286499999999,-75.5836963,Casa,750000000,4,3,135.0,413000.0,3.0,2,5
La América,6.252155699999999,-75.6088894,Apartamento,380000000,3,3,100.0,117000.0,4.0,1,4
Vizcaya,6.2476376,-75.56581530000001,Apartamento,685000000,2,2,150.0,0.0,,,6
DITAIRES,6.1708647,-75.6329129,Apartamento,330000000,3,2,66.0,172000.0,1.0,1,3
Los alcazares,6.1484766,-75.61019259999999,Apartamento,589000000,2,2,85.0,0.0,1.0,1,4
Loma de las brujas,6.1613648,-75.5761748,Apartamento,540000000,2,2,72.0,285000.0,1.0,1,5
Aranjuez,6.2828838,-75.56205709999999,Casa,480000000,4,3,160.0,0.0,,,3
Las antillas,6.1615061,-75.5912041,Apartamento,640000000,3,2,117.0,360000.0,3.0,1,4
Campo valdes no.1,6.2741511,-75.5467351,Apartamento,345000000,4,1,127.0,0.0,3.0,1,2
Las Lomitas,6.1534227,-75.6070156,Apartamento,470000000,3,2,83.0,353400.0,1.0,1,4
robledo la campiña,6.2752696,-75.5959495,Apartamento,210000000,3,2,52.0,204000.0,1.0,1,3
La abadia,40.39833300000001,23.878333,Apartamento,850000000,4,5,161.0,460000.0,3.0,2,5
El portal,6.1753722,-75.5904587,Apartamento,820000000,3,3,132.0,450000.0,1.0,2,5
villa del carmen,6.1568545,-75.6066063,Apartamento,295000000,2,2,59.0,210000.0,,,3
TERRITORIO VERDE,6.1710014,-75.63753840000001,Apartamento,210000000,3,2,55.0,145000.0,1.0,1,3
La independencia,6.1656746,-75.6183903,Apartamento,220000000,4,1,76.0,0.0,,,3
Zona rural,6.183250699999999,-75.6093475,Casa,300000000,3,2,66.0,1.0,0.0,2,2
Prado,6.260179099999999,-75.56067259999999,Apartamento,350000000,3,3,94.0,0.0,1.0,1,4
San Germán,6.2476376,-75.56581530000001,Apartamento,515000000,3,2,78.0,230000.0,3.0,1,4
Aldea verde,6.1406652,-75.6216772,Apartamento,419000000,2,2,68.0,259806.0,0.0,1,4
Simon bolivar,6.249266100000001,-75.6051507,Casa,500000000,3,3,160.0,0.0,,,4
Vereda san jose,6.141437400000001,-75.6194084,Apartamento,550000000,3,2,93.0,0.0,1.0,2,4
Loma De Los Benedictinos,6.167286499999999,-75.5836963,Apartamento,1120000000,2,3,157.0,0.0,,,5
Belén,6.2576119,-75.6207105,Casa,450000000,4,2,320.0,0.0,,,2
San jose,6.1462892,-75.6198802,Apartamento,391000000,3,2,73.0,210200.0,1.0,1,3
Calasanz,6.2476376,-75.56581530000001,Apartamento,299000000,2,2,53.0,160000.0,2.0,1,4
Buenos Aires,6.2440269,-75.5568049,Casa,300000000,4,1,117.0,0.0,,,3
San german,6.2614972,-75.5935939,Apartamento,330000000,3,2,70.0,0.0,3.0,1,3
Laureles,6.2407585,-75.5955257,Apartamento,650000000,3,3,126.0,400000.0,3.0,1,5
Belén Rincón,6.2106546,-75.6066348,Apartamento,250000000,3,2,53.0,177000.0,,,3
Prados de sabaneta,6.151146199999999,-75.6231274,Apartamento,255000000,1,1,44.0,180000.0,1.0,,3
Vereda el porvenir,6.1781693,-75.61242229999999,Apartamento,320000000,3,2,66.0,286000.0,1.0,1,3
El Poblado,6.2090393,-75.5701974,Apartamento,1200000000,4,5,205.0,1300000.0,2.0,2,6
La florida,6.2476376,-75.56581530000001,Apartamento,2750000000,4,5,398.0,0.0,,,6
Loma del Escobero,6.1482465,-75.5615123,Casa,2150000000,3,4,258.0,400000.0,1.0,4,5
La abadia,6.167286499999999,-75.5836963,Casa,1280000000,4,5,250.0,0.0,,,5
Camino Verde,6.151794499999999,-75.5762156,Apartamento,515000000,3,2,84.0,0.0,1.0,1,5
El Pradito,6.181445099999999,-75.64912350000002,Apartamento,110000000,3,1,42.0,100000.0,2.0,1,3
Patio Bonito,6.2476376,-75.56581530000001,Apartamento,570000000,3,2,107.0,0.0,,,6
Las Palmas,6.167286499999999,-75.5836963,Casa,4500000000,5,6,704.0,652000.0,1.0,4,6
Sabaneta real,6.1504856,-75.61687859999999,Apartamento,680000000,3,2,108.0,514000.0,1.0,2,4
Robledo,6.285738299999999,-75.6100848,Apartamento,195000000,3,1,48.0,140000.0,1.0,1,3
Camino Verde,6.1568217,-75.5769802,Apartamento,480000000,3,2,71.0,230000.0,,1,4
la paz,6.162069499999999,-75.5938919,Casa,550000000,4,3,186.0,0.0,,2,4
Caicedo,6.2476376,-75.56581530000001,Casa,250000000,4,2,95.0,0.0,3.0,,3
San jose,6.147309,-75.619379,Apartamento,520000000,3,2,102.0,220000.0,1.0,1,4
Las lomitas,6.1472302,-75.6124887,Apartamento,300000000,3,2,70.0,0.0,1.0,,3
Robledo,6.274670299999999,-75.59498839999999,Apartamento,290000000,3,2,70.0,270000.0,3.0,1,3
La tablaza,6.1265605,-75.63553519999999,Apartamento,230000000,3,2,49.0,135000.0,1.0,,4
El salado,6.087915,-75.337488,Apartamento,220000000,3,2,61.0,0.0,,,3
Calasanz parte alta,6.263328899999999,-75.5994166,Casa,1200000000,6,4,334.0,0.0,1.0,,5
Centro,6.2645855,-75.5655871,Apartamento,420000000,3,3,144.0,450000.0,,1,4
Loma el atravesado,6.1676483,-75.5661022,Casa,1180000000,4,6,248.0,1120000.0,2.0,2,6
Holanda,6.1496492,-75.6248174,Apartamento,420000000,3,2,85.0,0.0,,1,4
La doctora,6.144628,-75.6152848,Apartamento,220000000,3,2,55.0,60000.0,2.0,,2
Suramerica,6.1681832,-75.6190324,Apartamento,430000000,2,2,63.0,262000.0,1.0,1,5
La doctora,6.1434998,-75.6163966,Casa,1100000000,4,3,230.0,0.0,1.0,1,4
Calle larga,6.1494895,-75.61999039999999,Apartamento,340000000,3,2,77.0,0.0,1.0,1,4
La Pilarica,6.274464699999999,-75.5826599,Apartamento,390000000,3,2,77.0,0.0,1.0,1,4
Escobero,6.154268399999999,-75.5834138,Apartamento,600000000,3,2,92.0,400000.0,1.0,2,4
Suramerica,6.1646531,-75.6360155,Apartamento,320000000,3,2,72.0,240000.0,1.0,1,4
Urbanizacion villa del aburra,6.235881,-75.60407719999999,Apartamento,540000000,4,4,148.0,0.0,3.0,1,5
Escobero,6.1612162,-75.5683102,Casa,8000000000,4,4,350.0,0.0,3.0,10,5
Holanda,6.1504856,-75.61687859999999,Apartamento,280000000,3,2,55.0,110000.0,1.0,,4
Doce de Octubre,6.3046738,-75.5794718,Casa,165000000,3,1,66.0,0.0,1.0,,2
La mina,6.154268399999999,-75.5834138,Apartamento,550000000,3,1,76.0,300000.0,,1,4
Sabaneta real,6.1504856,-75.61687859999999,Apartamento,483000000,3,3,89.0,260000.0,1.0,1,4
Toledo,39.6894157,-5.096592900000001,Apartamento,450000000,3,2,74.0,304000.0,1.0,1,4
La América,6.2520919,-75.6030352,Apartamento,450000000,5,3,173.0,0.0,2.0,,4
Zuñiga,6.182611899999999,-75.5803835,Apartamento,840000000,3,2,94.6,0.0,,2,5
Robledo,6.2776003,-75.5774361,Apartaestudio,340000000,4,2,100.0,0.0,,,3
Zona rural,6.1936125,-75.5996627,Apartamento,295000000,3,2,63.0,230000.0,2.0,1,3
Guayabal,6.2226081,-75.5777485,Apartamento,535000000,3,2,68.0,220000.0,0.0,1,5
Escobero,6.1476857,-75.5616753,Apartamento,750000000,2,2,82.0,350000.0,1.0,1,6
El danubio,6.252131100000001,-75.6088647,Apartamento,359000000,3,3,100.0,117000.0,3.0,1,4
Zona rural,6.1906956,-75.60396349999999,Apartamento,256000000,2,2,55.0,258000.0,1.0,1,3
Escobero,6.166303099999999,-75.5719103,Apartamento,715000000,3,2,100.0,0.0,1.0,2,5
Buenos Aires,6.2332823,-75.5396713,Apartamento,293000000,3,3,36.0,0.0,1.0,,2
La floresta,6.2559477,-75.6024015,Apartamento,880000000,3,3,204.0,0.0,2.0,1,4
Loma el atravesado,6.1695775,-75.5694714,Apartamento,670000000,2,2,79.0,1.0,,1,5
MEDELLIN,6.2476376,-75.56581530000001,Apartamento,480000000,3,2,102.0,520000.0,2.0,1,5
San diego,6.196538599999999,-75.5531013,Apartamento,465000000,3,2,76.0,437000.0,2.0,1,5
La Floresta,6.255712099999999,-75.5990411,Apartamento,390000000,3,2,99.0,0.0,4.0,,4
La pilarica,6.2783282,-75.58804,Apartamento,370000000,3,2,62.0,0.0,2.0,1,4
Bombona no.1,6.281179,-75.5665609,Apartamento,450000000,3,2,210.0,0.0,4.0,1,3
Las Acacias,6.1681832,-75.6190324,Apartamento,330000000,2,2,62.0,240000.0,1.0,1,3
La Aldea,INVALID,INVALID,Apartamento,210000000,2,1,52.0,100000.0,1.0,,3
Loma de las brujas,6.1707552,-75.576743,Casa,995000000,3,4,242.0,800000.0,3.0,4,5
Boston,6.2478931,-75.55815559999999,Casa,250000000,3,2,89.0,30000.0,1.0,,3
La candelaria,6.2476376,-75.56581530000001,Apartamento,1600000000,3,4,287.0,1667900.0,3.0,2,6
Aves Maria,6.1463499,-75.6158813,Apartamento,600000000,3,2,107.0,0.0,1.0,1,4
Boston,6.2476376,-75.56581530000001,Apartamento,240000000,2,1,55.0,280000.0,3.0,,4
LAS MARGARITAS,6.166757,-75.6205433,Casa,248000000,3,2,82.0,0.0,,,3
La finca,6.1618806,-75.63795859999999,Casa,595000000,2,2,120.0,0.0,4.0,1,3
Belén,6.2151209,-75.5990884,Apartamento,620000000,5,4,161.0,295000.0,,1,4
Bomboná,6.2444527,-75.5642424,Apartamento,260000000,3,2,62.0,0.0,2.0,,4
Buenos Aires,6.2439218,-75.558735,Apartamento,395000000,3,2,74.0,348000.0,1.0,,4
Medellín,6.3016004,-75.55357289999999,Apartamento,245000000,2,,54.0,188000.0,2.0,,4
Santa rosa de lima,6.2707389,-75.6050308,Apartamento,268000000,2,1,40.0,220000.0,,1,4
Santa ines,6.275052199999999,-75.5484985,Casa,140000000,2,1,58.0,0.0,,,2
Bosques de zuñiga,6.186331099999999,-75.5819812,Apartaestudio,530000000,1,2,62.0,320000.0,1.0,1,5
San jose,6.146770099999999,-75.6187812,Apartamento,200000000,3,1,52.0,0.0,,,3
Bosques de la esmeralda,6.1810988,-75.5766309,Casa,1300000000,3,4,205.0,860000.0,0.0,2,6
San diego,6.2329694,-75.57009889999999,Apartamento,500000000,3,2,62.8,210000.0,0.0,1,5
Cataluña,6.2280842,-75.5531108,Apartamento,550000000,3,2,92.36,456000.0,1.0,1,5
DITAIRES,6.1642845,-75.6218728,Apartamento,315000000,2,2,64.0,250000.0,1.0,1,3
San Diego,6.1754606,-75.58591210000002,Apartamento,610000000,3,2,68.0,200000.0,2.0,2,6
Escobero,6.166091499999999,-75.57639549999999,Casa,1200000000,4,4,280.0,428000.0,4.0,2,5
Doce de Octubre,6.3021049,-75.5774833,Apartamento,160000000,3,1,92.0,0.0,3.0,,2
La Pilarica,6.2744654,-75.571747,Apartamento,330000000,3,2,95.0,0.0,1.0,,4
La Castellana,6.243825699999999,-75.60547509999999,Apartamento,550000000,2,2,94.53,287000.0,3.0,1,5
Urbanizacion vegas del parque l ll,6.1734179,-75.6275486,Apartamento,122000000,3,2,61.0,107000.0,2.0,1,3
Aves Maria,6.148975,-75.6172429,Apartamento,450000000,3,3,100.0,300000.0,,1,4
Loma del barro,6.1573835,-75.59814659999999,Apartamento,480000000,3,2,82.0,330000.0,,1,4
Itagí,6.1759739,-75.6088673,Apartamento,290000000,2,2,59.0,207000.0,1.0,1,4
El carmelo,6.1504856,-75.61687859999999,Apartaestudio,280000000,1,1,47.0,0.0,,1,3
