show_id,name,image,genres,language,type,status,premiered,avg_runtime_minutes,rating,platform,seasons_count,episodes_count,cast,summary
38,Z Nation,https://static.tvmaze.com/uploads/images/medium_portrait/170/426759.jpg,"Action, Horror, Science-Fiction",English,Scripted,Ended,2014-09-12,61,7.2,Syfy,5,68,"Nat Zang, Russell Hodgkinson, Kellita Smith, Keith Allan, Anastasia Baranova, DJ Qualls, Pisay Pao, Ramona Young, Grace Phipps, Matt Cedeño, Natalie Jongjaroenlarp, Sydney Viengluang, Michael Welch, Katy O'Brian, Emilio Rivera, Tom Everett Scott, Joseph Gatt, Tara Holt, Holden Goyette, Lydia Hearst, Henry Rollins, Mario Van Peebles, Harold Perrineau","Z Nation starts three years after the zombie virus has gutted the country, a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood. Although the antibodies he carries are the world's last, best hope for a vaccine, he hides a dark secret that threatens them all. With humankind's survival at stake, the ragtag band embarks on a journey of survival across three thousand miles of rusted-out post-apocalyptic America."
39,Resurrection,https://static.tvmaze.com/uploads/images/medium_portrait/0/350.jpg,"Drama, Science-Fiction, Mystery",English,Scripted,Ended,2014-03-09,60,7.1,ABC,2,21,"Omar Epps, Frances Fisher, Matt Craven, Devin Kelley, Mark Hildreth, Landon Gimenez, Kurtwood Smith, Samaire Armstrong, Sam Hazeldine, Nicholas Gonzalez","The people of Arcadia, Missouri are forever changed when their deceased loved ones suddenly start to reappear. An 8-year-old American boy wakes up alone in a rice paddy in a rural Chinese province with no idea how he got there. Details start to emerge when the boy, who calls himself Jacob, recalls that his hometown is Arcadia, and an Immigration agent, J. Martin Bellamy, takes him there. The home he claims as his own is occupied by a 60-year-old couple, Henry and Lucille Langston, who lost their son, Jacob, more than 30 years ago. While they look different, young Jacob recognizes them as his parents. Lucille is overjoyed at the seeming miracle of her son's reappearance. Henry is reluctant to accept that Jacob is back. Those closest to the family want answers, including Sheriff Fred Langston, whose wife Barbara drowned 30 years ago while trying to save Jacob, and Fred's daughter, Maggie, a local doctor. Pastor Tom Hale seeks a spiritual reason for what's happening in his community. When things take an even more shocking turn, Maggie's life-long friend, Elaine Richards, finds herself drawn into Arcadia's growing mystery. Bellamy, an outsider in the town, joins forces with Maggie to figure out why the unexplainable is happening in Arcadia. As their investigation plays out, Maggie learns some unsettling truths about her own past. Will they be able to solve the mystery of Arcadia before the rest of the world catches on to events there? And will they be able to protect Jacob from forces beyond their control?"
40,Death Note,https://static.tvmaze.com/uploads/images/medium_portrait/499/1249019.jpg,"Anime, Fantasy, Thriller",Japanese,Animation,Ended,2006-10-03,30,8.8,NTV,2,37,"Mamoru Miyano, Shidō Nakamura, Kappei Yamaguchi, Aya Hirano, Noriko Hidaka",Death Note is an anime series based around a manga of the same name whereby a human finds a death god's notebook. Any person's name written in this notebook will die. The main character who finds this noteboook is Light Yagami who faces off against an unfaced character named L who tries to challenge him.
41,Last Man Standing,https://static.tvmaze.com/uploads/images/medium_portrait/419/1049994.jpg,"Comedy, Family",English,Scripted,Ended,2011-10-11,30,7.8,FOX,9,194,"Tim Allen, Nancy Travis, Molly McCook, Molly Ephraim, Hector Elizondo, Christoph Sanders, Amanda Fuller, Kaitlyn Dever, Jordan Masterson, Jonathan Adams, Flynn Morrison, Jet Jurgensmeyer, Krista Marie Yu, Alexandra Krosney","Last Man Standing follows Mike Baxter, a married father of three girls, who tries to maintain his manliness, despite being surrounded by women."
42,Sleepy Hollow,https://static.tvmaze.com/uploads/images/medium_portrait/81/204166.jpg,"Drama, Mystery, Supernatural",English,Scripted,Ended,2013-09-16,60,7.5,FOX,4,62,"Tom Mison, Lyndie Greenwood, Nicole Beharie, Orlando Jones, Katia Winter, John Noble, Zach Appelman, Shannyn Sossamon, Lance Gross, Nikki Reed, Jessica Camacho, Janina Gavankar, Jeremy Davies, Jerry MacKinnon, Rachel Melvin, Oona Yaffe","Sleepy Hollow is a thrilling mystery-adventure drama series spanning two and a half centuries, in which a resurrected Ichabod Crane pairs up with a present-day police lieutenant to save the enigmatic town of Sleepy Hollow--and the world--from unprecedented evil."
43,Outlander,https://static.tvmaze.com/uploads/images/medium_portrait/616/1541142.jpg,"Adventure, Romance, Science-Fiction",English,Scripted,Running,2014-08-09,61,7.9,STARZ,8,101,"Caitríona Balfe, Sam Heughan, Richard Rankin, Sophie Skelton, John Bell, Duncan Lacroix, César Domboy, Lauren Lyle, Caitlin O'Ryan, David Berry, Grant O'Rourke, Graham McTavish, Stephen Walters, Tobias Menzies, Tobias Menzies, Charles Vandervaart, Izzy Meikle-Small, Steven Cree, Andrew Gower, Maria Doyle Kennedy, Ed Speleers, Lotte Verbeek, Nell Hudson, Laura Donnelly, Colin McFarlane, Mark Lewis Jones, Bill Paterson, Chris Larkin, Gary Lewis, Ned Dennehy, Stanley Weber, Rosie Day, Dominique Pinon, Simon Callow, Natalie Simpson, Braeden Clarke, Douglas Henshall, Frances de la Tour, Billy Boyd, Gregory Odjig, Tom Jackson, Simon Baker, Glen Gould, Richard Dillane, Tantoo Cardinal, Carmen Moore, Graham McTavish, Clive Russell, Yan Tual, Sera-Lys McArthur, Gail Maurice, Kieran Bew, Frances Tomelty","Outlander follows the story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.The Outlander series, adapted from Diana Gabaldon's international best-selling books, spans the genres of romance, science fiction, history and adventure into one epic tale."
44,Scorpion,https://static.tvmaze.com/uploads/images/medium_portrait/128/322484.jpg,"Drama, Action, Thriller",English,Scripted,Ended,2014-09-22,60,7.3,CBS,4,93,"Jadyn Wong, Robert Patrick, Ari Stidham, Eddie Kaye Thomas, Elyes Gabel, Katharine McPhee, Riley B. Smith","Scorpion, inspired by a true story, is a high-octane drama about eccentric genius Walter O'Brien and his team of brilliant misfits who comprise the last line of defense against complex, high-tech threats of the modern age. As Homeland Security's new think tank, O'Brien's ""Scorpion"" team includes Toby Curtis an expert behaviorist who can read anyone; Happy Quinn, a mechanical prodigy; and Sylvester Dodd, a statistics guru. Pooling their extensive technological knowledge to solve mind-boggling predicaments amazes federal agent Cabe Gallo, who shares a harrowing history with O'Brien. However, while this socially awkward group is comfortable with each other's humor and quirks, life outside their circle confounds them, so they rely on Paige Dineen, who has a young, gifted son, to translate the world for them. At last, these nerdy masterminds have found the perfect job: a place where they can apply their exceptional brainpower to solve the nation's crises, while also helping each other learn how to fit in."
45,NCIS: New Orleans,https://static.tvmaze.com/uploads/images/medium_portrait/280/701985.jpg,"Drama, Crime",English,Scripted,Ended,2014-09-23,60,7.5,CBS,7,155,"Scott Bakula, Rob Kerkovich, CCH Pounder, Lucas Black, Daryl Mitchell, Vanessa Ferlito, Shalita Grant, Necar Zadegan, Zoe McLellan, Charles Michael Davis, Chelsea Field","NCIS: New Orleans is a drama about the local field office that investigates criminal cases involving military personnel in The Big Easy, a city known for its music, entertainment and decadence. Leading the team is Special Agent Dwayne Pride, a.k.a. ""King,"" a native of New Orleans who is driven by his need to do what is right. Working with Pride is Special Agent Christopher LaSalle, who plays hard but works harder and former ATF agent Sonja Percy, who is still adjusting to the team after years of solo undercover assignments. Supporting them is coroner Dr. Loretta Wade, who is as eccentric as she is smart; her brilliant, quirky Forensic Scientist, Sebastian Lund; and Investigative Computer Specialist Patton Plame, an animated and talented hacker. New to the team is Special Agent Tammy Gregorio, a tough, acerbic FBI agent with a mysterious past in New Orleans, who is sent from D.C. to investigate the NCIS team, but also work with Pride when high-risk cases threaten the city. This colorful city that harbors a dark side is a magnet for service personnel on leave, and when overindulgence is followed by trouble, Pride's team is at its best"
46,Forever,https://static.tvmaze.com/uploads/images/medium_portrait/0/383.jpg,"Drama, Crime, Supernatural",English,Scripted,Ended,2014-09-22,60,8.1,ABC,1,22,"Ioan Gruffudd, Alana De La Garza, Donnie Keshawarz, Judd Hirsch, Joel David Moore, Lorraine Toussaint, Barbara Eve Harris","Doctor Henry Morgan, New York City's star medical examiner, has a secret. He doesn't just study the dead to solve criminal cases, he does it to solve the mystery that has eluded him for 200 years - the answer to his own inexplicable immortality. This long life has given Henry remarkable observation skills which impresses his new partner, Detective Jo Martinez. Each week, a new case and their budding friendship will reveal layers of Henry's long and colorful past. Only his best friend and confidant, Abe knows Henry's secret."
47,Witches of East End,https://static.tvmaze.com/uploads/images/medium_portrait/0/392.jpg,"Drama, Fantasy, Romance",English,Scripted,Ended,2013-10-06,60,7.5,Lifetime,2,23,"Julia Ormond, Mädchen Amick, Jenna Dewan, Rachel Boston, Daniel di Tomasso, Eric Winter, Christian Cooke","Based on Melissa de la Cruz's best-selling novel, Witches of East End centers on the mysterious Beauchamp family who live in the secluded seaside town of East End. Free-spirited artist Joanna Beauchamp is the mother of wild-child bartender Freya and shy librarian Ingrid, who are both gifted -- and cursed -- with a magic birthright, of which they are unaware. Freya notices bizarre occurrences in her life when she inexplicably finds herself drawn to the troubled brother of her wealthy fiance. But it isn't until Joanna's estranged sister appears with a warning that could change the family's fate that the matriarch must reveal to her daughters that they are immortal witches with untapped powers, a revelation that turns their small-town life upside down."
48,Madam Secretary,https://static.tvmaze.com/uploads/images/medium_portrait/214/536175.jpg,Drama,English,Scripted,Ended,2014-09-21,60,7.7,CBS,6,120,"Téa Leoni, Erich Bergen, Tim Daly, Patina Miller, Željko Ivanek, Geoffrey Arend, Wallis Currie-Wood, Kathrine Herzer, Evan Roe, Keith Carradine, Sebastian Arcelus, Bebe Neuwirth, Sara Ramírez, Kevin Rahm","Madam Secretary follows Elizabeth McCord, the shrewd, determined, newly appointed Secretary of State who drives international diplomacy, battles office politics and circumvents protocol as she negotiates global and domestic issues, both at the White House and at home. A college professor and a brilliant former CIA analyst who left for ethical reasons, Elizabeth returns to public life at the request of the President following the suspicious death of her predecessor. The President values her apolitical leanings, her deep knowledge of the Middle East, her flair for languages and her ability to not just think outside the box, but to not even acknowledge there is a box."
49,Brooklyn Nine-Nine,https://static.tvmaze.com/uploads/images/medium_portrait/402/1007484.jpg,"Comedy, Action, Crime",English,Scripted,Ended,2013-09-17,30,8.1,NBC,8,153,"Andy Samberg, Andre Braugher, Joe Lo Truglio, Stephanie Beatriz, Terry Crews, Melissa Fumero, Joel McKinnon Miller, Dirk Blocker, Chelsea Peretti","Brooklyn Nine-Nine is an ensemble comedy about a talented-but-carefree detective, a by-the-book police captain and their precinct colleagues. While based in the workplace, Brooklyn Nine-Nine is not really about the job – it's about the men and women behind the badge."
50,The Lottery,https://static.tvmaze.com/uploads/images/medium_portrait/146/366444.jpg,"Drama, Science-Fiction, Thriller",English,Scripted,Ended,2014-07-20,60,6.5,Lifetime,1,10,"Marley Shelton, Michael Graziadei, Athena Karkanis, David Alpay, Shelley Conn, Yul Vazquez, Martin Donovan","Set within a dystopian future driven by a global fertility crisis, The Lottery reveals a world staring down the barrel of impending extinction as women have mysteriously stopped bearing children. After years of research, Dr. Alison Lennon and her team remarkably fertilize 100 embryos. However, her victory is short-lived when the Director of the U.S. Fertility Commission, Darius Hayes, takes government control of the lab and informs the President of the monumental scientific breakthrough. To determine which women will carry the prized embryos to term, Chief of Staff Vanessa Keller convinces the President to hold a national lottery and a battle over the control of the 100 embryos begins."
51,The Knick,https://static.tvmaze.com/uploads/images/medium_portrait/0/417.jpg,"Drama, Medical",English,Scripted,Ended,2014-08-08,60,8.3,Cinemax,3,20,"Andre Holland, Cara Seymour, Clive Owen, Eric Johnson, Juliet Rylance, Michael Angarano, Jeremy Bobb, Eve Hewson, Chris Sullivan, Grainger Hines, Maya Kazan, Charles Aitken, Tom Lipinski, Leon Addison Brown, David Fierro, Michael Nathanson, Rachel Korine, LaTonya Borsay, Matt Frewer, Zaraah Abrahams","New York City, 1900: The Knickerbocker Hospital is home to groundbreaking surgeons, nurses and staff who push the boundaries of medicine in a time of astonishingly high mortality rates and zero antibiotics. The newly appointed leader of the surgery staff is the brilliant, arrogant renegade Dr. John Thackery, whose addiction to cocaine and opium is trumped only by his ambition for medical discovery and renown among his peers. Into the all-white staff and patient hospital comes the equally gifted Harvard graduate Dr. Algernon Edwards, who must fight for respect while trying to navigate the racially charged city. Trying to maintain its reputation for quality care while realizing a profit, the Knickerbocker makes an effort to attract wealthy clientele, while literally struggling to keep the lights on."
